nebulosite[T.SOLEIL],vent[T.NORD],vent[T.OUEST],vent[T.SUD],nebulosite[T.SOLEIL]:vent[T.NORD],nebulosite[T.SOLEIL]:vent[T.OUEST],nebulosite[T.SOLEIL]:vent[T.SUD],E12,E12:nebulosite[T.SOLEIL],E12:vent[T.NORD],E12:vent[T.OUEST],E12:vent[T.SUD],N12,N12:nebulosite[T.SOLEIL],N12:vent[T.NORD],N12:vent[T.OUEST],N12:vent[T.SUD],Ne12,Ne12:nebulosite[T.SOLEIL],Ne12:vent[T.NORD],Ne12:vent[T.OUEST],Ne12:vent[T.SUD],O3v,O3v:nebulosite[T.SOLEIL],O3v:vent[T.NORD],O3v:vent[T.OUEST],O3v:vent[T.SUD],S12,S12:nebulosite[T.SOLEIL],S12:vent[T.NORD],S12:vent[T.OUEST],S12:vent[T.SUD],T12,T12:nebulosite[T.SOLEIL],T12:vent[T.NORD],T12:vent[T.OUEST],T12:vent[T.SUD],T15,T15:nebulosite[T.SOLEIL],T15:vent[T.NORD],T15:vent[T.OUEST],T15:vent[T.SUD],Vx,Vx:nebulosite[T.SOLEIL],Vx:vent[T.NORD],Vx:vent[T.OUEST],Vx:vent[T.SUD],W12,W12:nebulosite[T.SOLEIL],W12:vent[T.NORD],W12:vent[T.OUEST],W12:vent[T.SUD],E12:N12,E12:Ne12,E12:O3v,E12:S12,E12:T12,E12:T15,E12:Vx,E12:W12,N12:Ne12,N12:O3v,N12:S12,N12:T12,N12:T15,N12:Vx,N12:W12,Ne12:O3v,Ne12:S12,Ne12:T12,Ne12:T15,Ne12:Vx,Ne12:W12,O3v:S12,O3v:T12,O3v:T15,O3v:Vx,O3v:W12,S12:T12,S12:T15,S12:Vx,S12:W12,T12:T15,T12:Vx,T12:W12,T15:Vx,T15:W12,Vx:W12,Y
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,21.1,0.0,0.0,21.1,0.0,-23.68,-0.0,-0.0,-23.68,-0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,228.0,0.0,126.0,126.60000000000001,-142.07999999999998,42.0,0.0,798.0,801.8000000000001,-899.84,266.0,0.0,0.0,-0.0,0.0,443.1,-497.28,147.0,-499.648,147.70000000000002,-165.76,65.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,70.8,0.0,0.0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,17.4,0.0,22.8,0.0,0.0,22.8,0.0,-6.24,-0.0,-0.0,-6.24,-0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,566.4,0.0,139.2,182.4,-49.92,16.0,0.0,1231.9199999999998,1614.24,-441.792,141.6,0.0,0.0,-0.0,0.0,396.71999999999997,-108.576,34.8,-142.27200000000002,45.6,-12.48,73.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,119.8,119.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,26.9,0.0,0.0,0.0,29.5,29.5,0.0,0.0,0.0,14.18,14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,479.2,0.0,107.6,118.0,56.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.6,0.0,53.8,59.0,28.36,0.0,0.0,3222.62,3534.1,1698.764,0.0,0.0,0.0,0.0,0.0,793.55,381.44199999999995,0.0,418.31,0.0,0.0,126.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,103.6,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,25.5,0.0,0.0,0.0,27.8,27.8,0.0,0.0,0.0,13.79,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,518.0,0.0,127.5,139.0,68.94999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.79999999999995,0.0,76.5,83.4,41.37,0.0,0.0,2641.7999999999997,2880.08,1428.6439999999998,0.0,0.0,0.0,0.0,0.0,708.9,351.645,0.0,383.36199999999997,0.0,0.0,127.8
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,69.2,0.0,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,19.4,0.0,0.0,21.5,0.0,21.5,0.0,0.0,-7.39,-0.0,-7.39,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,42.0,415.20000000000005,0.0,116.39999999999999,129.0,-44.339999999999996,0.0,484.40000000000003,0.0,135.79999999999998,150.5,-51.73,0.0,0.0,1342.48,1487.8,-511.388,0.0,0.0,0.0,-0.0,0.0,417.09999999999997,-143.36599999999999,0.0,-158.885,0.0,-0.0,61.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,0.0,0.0,20.8,0.0,21.4,0.0,0.0,21.4,0.0,-13.79,-0.0,-0.0,-13.79,-0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,336.0,0.0,145.6,149.79999999999998,-96.53,35.0,0.0,998.4000000000001,1027.1999999999998,-661.92,240.0,0.0,0.0,-0.0,0.0,445.12,-286.832,104.0,-295.10599999999994,107.0,-68.94999999999999,63.6
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,118.6,118.6,0.0,0.0,118.6,3.0,3.0,0.0,0.0,3.0,29.5,29.5,0.0,0.0,29.5,30.6,30.6,0.0,0.0,30.6,1.88,1.88,0.0,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.2,6.0,59.0,61.2,3.76,0.0,355.79999999999995,3498.7,3629.16,222.968,0.0,88.5,91.80000000000001,5.64,0.0,902.7,55.459999999999994,0.0,57.528,0.0,0.0,134.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,21.7,0.0,20.3,0.0,0.0,20.3,0.0,-24.82,-0.0,-0.0,-24.82,-0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,420.0,0.0,151.9,142.1,-173.74,49.0,0.0,1302.0,1218.0,-1489.2,420.0,0.0,0.0,-0.0,0.0,440.51,-538.5939999999999,151.9,-503.846,142.1,-173.74,67.2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,74.4,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,19.7,0.0,0.0,0.0,21.7,21.7,0.0,0.0,0.0,9.35,9.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,223.20000000000002,0.0,59.099999999999994,65.1,28.049999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,98.5,108.5,46.75,0.0,0.0,1465.68,1614.48,695.64,0.0,0.0,0.0,0.0,0.0,427.48999999999995,184.195,0.0,202.89499999999998,0.0,0.0,87.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,103.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,28.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,830.4,0.0,152.0,168.0,226.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.8,0.0,114.0,126.0,170.16,0.0,0.0,1972.2,2179.7999999999997,2943.768,0.0,0.0,0.0,0.0,0.0,399.0,538.84,0.0,595.56,0.0,0.0,96.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,78.8,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,20.7,0.0,0.0,0.0,22.9,22.9,0.0,0.0,0.0,12.47,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,315.2,0.0,82.8,91.6,49.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,0.0,20.7,22.9,12.47,0.0,0.0,1631.1599999999999,1804.5199999999998,982.636,0.0,0.0,0.0,0.0,0.0,474.03,258.129,0.0,285.563,0.0,0.0,89.6
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,72.2,0.0,0.0,72.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,18.5,0.0,0.0,18.5,0.0,-5.52,-0.0,-0.0,-5.52,-0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,505.40000000000003,0.0,126.0,129.5,-38.64,14.0,0.0,1299.6000000000001,1335.7,-398.544,144.4,0.0,0.0,-0.0,0.0,333.0,-99.35999999999999,36.0,-102.11999999999999,37.0,-11.04,66.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,53.4,0.0,0.0,0.0,53.4,6.0,0.0,0.0,0.0,6.0,17.4,0.0,0.0,0.0,17.4,16.4,0.0,0.0,0.0,16.4,-10.8,-0.0,-0.0,-0.0,-10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,427.2,48.0,139.2,131.2,-86.4,0.0,320.4,929.1599999999999,875.7599999999999,-576.72,0.0,104.39999999999999,98.39999999999999,-64.80000000000001,0.0,285.35999999999996,-187.92,0.0,-177.12,0.0,-0.0,60.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,16.3,0.0,0.0,0.0,18.1,18.1,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,0.0,81.5,90.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.7,1610.9,1602.0,0.0,0.0,0.0,0.0,0.0,295.03000000000003,293.40000000000003,0.0,325.8,0.0,0.0,90.8
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,97.8,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,13.6,0.0,0.0,0.0,14.4,14.4,0.0,0.0,0.0,3.55,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.8,0.0,13.6,14.4,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8,0.0,13.6,14.4,3.55,0.0,0.0,1330.08,1408.32,347.19,0.0,0.0,0.0,0.0,0.0,195.84,48.279999999999994,0.0,51.12,0.0,0.0,104.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,61.4,0.0,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,15.8,0.0,0.0,16.7,0.0,16.7,0.0,0.0,-12.6,-0.0,-12.6,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,49.0,429.8,0.0,110.60000000000001,116.89999999999999,-88.2,0.0,429.8,0.0,110.60000000000001,116.89999999999999,-88.2,0.0,0.0,970.12,1025.3799999999999,-773.64,0.0,0.0,0.0,-0.0,0.0,263.86,-199.08,0.0,-210.42,0.0,-0.0,70.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,87.4,87.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,27.3,27.3,0.0,0.0,0.0,16.91,16.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,437.0,0.0,130.0,136.5,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.8,0.0,52.0,54.6,33.82,0.0,0.0,2272.4,2386.0200000000004,1477.9340000000002,0.0,0.0,0.0,0.0,0.0,709.8000000000001,439.66,0.0,461.64300000000003,0.0,0.0,96.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,67.8,0.0,0.0,67.8,0.0,0.0,0.0,0.0,0.0,0.0,23.5,0.0,0.0,23.5,0.0,23.7,0.0,0.0,23.7,0.0,-9.35,-0.0,-0.0,-9.35,-0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,474.59999999999997,0.0,164.5,165.9,-65.45,21.0,0.0,1593.3,1606.86,-633.93,203.39999999999998,0.0,0.0,-0.0,0.0,556.9499999999999,-219.725,70.5,-221.595,71.1,-28.049999999999997,65.6
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,98.6,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,26.3,0.0,0.0,0.0,27.3,27.3,0.0,0.0,0.0,16.91,16.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,493.0,0.0,131.5,136.5,84.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.4,0.0,105.2,109.2,67.64,0.0,0.0,2593.18,2691.7799999999997,1667.326,0.0,0.0,0.0,0.0,0.0,717.99,444.733,0.0,461.64300000000003,0.0,0.0,109.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,21.8,0.0,0.0,23.6,0.0,23.6,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,448.0,0.0,87.2,94.4,10.0,0.0,672.0,0.0,130.8,141.60000000000002,15.0,0.0,0.0,2441.6,2643.2000000000003,280.0,0.0,0.0,0.0,0.0,0.0,514.48,54.5,0.0,59.0,0.0,0.0,86.2
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,49.8,49.8,0.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,24.8,24.8,0.0,24.8,0.0,26.6,26.6,0.0,26.6,0.0,-7.09,-7.09,-0.0,-7.09,-0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,149.39999999999998,0.0,74.4,79.80000000000001,-21.27,6.0,0.0,1235.04,1324.68,-353.082,99.6,0.0,0.0,-0.0,0.0,659.6800000000001,-175.832,49.6,-188.594,53.2,-14.18,87.4
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,131.8,131.8,0.0,131.8,0.0,0.0,0.0,0.0,0.0,0.0,25.2,25.2,0.0,25.2,0.0,27.5,27.5,0.0,27.5,0.0,-10.15,-10.15,-0.0,-10.15,-0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,395.40000000000003,0.0,75.6,82.5,-30.450000000000003,9.0,0.0,3321.36,3624.5000000000005,-1337.7700000000002,395.40000000000003,0.0,0.0,-0.0,0.0,693.0,-255.78,75.6,-279.125,82.5,-30.450000000000003,84.0
