Y,log,BIC,AIC,ridge,lasso,elast,arbre,foret,gbm1,gbm2,gbms1,gbms2
0,0.21765289255939635,0.4254243220141418,0.24516802048970787,0.2531599410763246,0.3676560679270419,0.2299503108516725,0.0,0.17,0.3145333161410818,0.34441572977814283,0.13526655763570394,0.34441572977814283
0,0.8700815855528808,0.843700941284216,0.843700941284216,0.7592443101123587,0.6978771810324917,0.7080442391878076,0.5714285714285714,0.43,0.48760909555505527,0.39717824567427973,0.6004196626399398,0.39717824567427973
1,0.9003733624884944,0.9100567086458597,0.9003641719705185,0.8219010637097871,0.787043280005441,0.8149814976269658,0.4,0.91,0.9232271564064033,0.9041417129084728,0.8093213057745463,0.9041417129084728
1,0.7867508264127782,0.778870618886466,0.7929104494091453,0.7014543818294317,0.6779264880015132,0.6962040252170161,1.0,0.43,0.5835316347453089,0.6302894979329218,0.5297384555245722,0.6302894979329218
1,0.7194388705424297,0.7756148738900227,0.7756148738900227,0.6559538974506847,0.6533422024994325,0.6666679807939025,0.6,0.68,0.6545480562175245,0.6119783172806031,0.6367438751340188,0.6119783172806031
1,0.0792841133301511,0.07220212713679719,0.08194505592054938,0.09706891059878282,0.12778116382340035,0.08347512233446494,0.16666666666666666,0.17,0.2038280694277801,0.12146269912103812,0.4242254361991536,0.12146269912103812
0,0.38213421198360487,0.4000164119127293,0.3859824293770403,0.39289294822357534,0.38897078638902827,0.390378908137921,0.0,0.2,0.3021553483555601,0.27410775768713525,0.238422612225803,0.27410775768713525
0,0.6778242731245085,0.5988335375337832,0.6336942631415277,0.5941051470052401,0.6055722784831974,0.5742437838942152,0.8333333333333334,0.56,0.3007313309132522,0.34667057002691803,0.2677262021614099,0.34667057002691803
0,0.26662263381693474,0.29413195189354413,0.29413195189354413,0.2750753029470147,0.3260001304114453,0.3143219255468617,0.8333333333333334,0.39,0.39701958145884114,0.48003119793341875,0.33947273976874937,0.48003119793341875
0,0.6107231640804425,0.6180781563057445,0.6180781563057445,0.5796054228095926,0.5555191628313693,0.5944665218710012,1.0,0.72,0.4147596353555606,0.4083585435699696,0.4701131621197962,0.4083585435699696
1,0.7586146976824557,0.7076252906893108,0.7076252906893108,0.7028643001576096,0.6240499288704291,0.7143902741132866,0.8,0.62,0.4457378260370227,0.4127357413268405,0.3971921610526281,0.4127357413268405
0,0.39302721575441074,0.5480539198408678,0.5480539198408678,0.4195974848425726,0.48240145584348376,0.4316035765943065,0.0,0.48,0.3426819124936373,0.41646325457685013,0.43191590392720536,0.41646325457685013
1,0.6478619334798564,0.590045108116954,0.590045108116954,0.5623034777113335,0.4588741694704038,0.46110815327664795,1.0,0.7,0.509285545562202,0.629513435475463,0.61658085001374,0.629513435475463
0,0.646653051148814,0.6732003513227407,0.6494372198227256,0.5831647176113498,0.58089836332134,0.5907935533333942,1.0,0.68,0.5835316347453089,0.5967751852705525,0.4859863934678212,0.5967751852705525
1,0.425464413762633,0.4913033952055036,0.4913033952055036,0.4149150938249873,0.4585788485402236,0.4425650016644751,0.6,0.55,0.32103330087015947,0.2826772370454462,0.3478444084694906,0.2826772370454462
1,0.21716162016233825,0.19175348750828547,0.19175348750828547,0.23719902306977772,0.28216532685458656,0.27405455077466356,0.0,0.33,0.25253019882890887,0.22511922090421008,0.30490756089085025,0.22511922090421008
1,0.38760912307577694,0.19982976204934896,0.300374863974292,0.3628740837362557,0.28292537819265356,0.3627225345098714,0.42857142857142855,0.39,0.21361411046182943,0.23761197838935505,0.29077156334325227,0.23761197838935505
1,0.6578197881141951,0.6929182397195195,0.6929182397195195,0.6098131694555277,0.5912211323583946,0.5868715473432484,1.0,0.74,0.496404435165228,0.3985399337575633,0.37119007500874246,0.3985399337575633
1,0.25144307250236025,0.29092559819949837,0.2661802441835194,0.313615635924335,0.2948277444466305,0.3045013095074121,0.16666666666666666,0.32,0.34830857176288854,0.2789630191452065,0.28029516372918367,0.2789630191452065
0,0.33614564739227876,0.29462059098484583,0.3758405792194466,0.35431560773329235,0.3550145566923903,0.3568541823063086,0.42857142857142855,0.15,0.28408279437174483,0.28488736812754983,0.35156793503198286,0.28488736812754983
1,0.13882819891990456,0.1330831827503588,0.1330831827503588,0.1579515133277376,0.16057578438756712,0.1484628002263323,1.0,0.3,0.17160165518888815,0.1958184589997469,0.14181779906115016,0.1958184589997469
0,0.16081326640389973,0.16600343994820638,0.16600343994820638,0.19967565426787848,0.20208407608136353,0.17732124715001465,0.2,0.32,0.25586208952287653,0.2615521298103272,0.273818879743413,0.2615521298103272
0,0.16612561650967242,0.22481178523056522,0.22481178523056522,0.20633906612232727,0.20739384132960184,0.19994726949225713,0.0,0.29,0.4354407995829574,0.4964709221860283,0.3508686605042717,0.4964709221860283
0,0.28523670992648,0.27834195941006756,0.2821271870725689,0.28287960462092887,0.2722047340670518,0.27841983737296033,0.5,0.29,0.47515569673718283,0.2477268927261928,0.31472287740716526,0.2477268927261928
1,0.8862158667781594,0.8840677714831455,0.8840677714831455,0.8245804031344114,0.8497439565070852,0.8522189360960659,1.0,0.76,0.8528920335240279,0.7899981216924991,0.7868964244391998,0.7899981216924991
1,0.39619860352929304,0.4302850421223803,0.4302850421223803,0.3960860638989284,0.39972183775808123,0.3923180506809296,0.0,0.32,0.28521972891360337,0.2783128591982017,0.32196134516763525,0.2783128591982017
0,0.04330951071208343,0.037174573074320615,0.037174573074320615,0.06812132530054595,0.07489376244656779,0.050172700905907024,0.0,0.16,0.14742113151456213,0.10467420849048595,0.17392518674328172,0.10467420849048595
0,0.018266686325339728,0.017634443595318204,0.017941034274339487,0.04026487904332786,0.024777724982531824,0.03254383774934596,0.0,0.03,0.024924986869315324,0.06371239953614989,0.09113417265507354,0.06371239953614989
1,0.31005258324906637,0.37757867497338665,0.3352683117444863,0.3300451897067088,0.3749372825299258,0.3628118351292124,1.0,0.19,0.2752351770212306,0.32330459378254783,0.26649806171248885,0.32330459378254783
0,0.008437123820952191,0.04058529199464329,0.036456415821982696,0.033899845944389426,0.06104397901651444,0.06910166638019542,0.0,0.07,0.0862508172656677,0.11345758464107833,0.15727206785202663,0.11345758464107833
0,0.32941644153425226,0.32867956245840474,0.3072253853488516,0.30880748772883276,0.31915414267663295,0.31455045366005646,1.0,0.24,0.2426109083348753,0.29200708001227854,0.32762432826371835,0.29200708001227854
1,0.8592515844800376,0.8481107574916444,0.8481107574916444,0.8046019625964457,0.7687761112664546,0.8382569109174538,1.0,0.79,0.6029971049267239,0.6517899409080053,0.6850530331063354,0.6517899409080053
1,0.26935257331493895,0.33994932234862285,0.3021481385468099,0.31697342790402977,0.32095474834457827,0.3288223153106987,0.16666666666666666,0.37,0.32887133073577185,0.2904452176128056,0.27531073593591815,0.2904452176128056
0,0.037605943836155245,0.03404762898599381,0.03404762898599381,0.0618187864244887,0.08292456075632047,0.08456818990812051,0.4,0.07,0.06058714218192463,0.0583820993982191,0.17627164357900219,0.0583820993982191
0,0.11846897501111395,0.13982749313086676,0.10283315500406719,0.17473192363219023,0.18087043697362457,0.1728950641587113,0.0,0.16,0.16371806300478728,0.2194228669773046,0.18898269052410285,0.2194228669773046
0,0.28768526196287497,0.3088507167868263,0.3088507167868263,0.31086429308590036,0.30388978974538977,0.3025472275913455,0.875,0.3,0.2897130084870254,0.3605908918737219,0.3202439916261472,0.3605908918737219
0,0.20897804795258998,0.24832517875337679,0.21827680470880567,0.24012422865949964,0.289312945604046,0.21498323446745138,0.0,0.27,0.24394891466149518,0.2641499206897879,0.13605349034860922,0.2641499206897879
1,0.2944826142909666,0.16987439203513527,0.2810013706745157,0.320507630080813,0.2860491371743284,0.29831776749495104,0.42857142857142855,0.27,0.28323017550686047,0.3254548352168642,0.35469855267346967,0.3254548352168642
1,0.26820131773528144,0.2599934000817736,0.2784781025525552,0.29441119355186157,0.2863959777909593,0.29099958811508636,0.2222222222222222,0.32,0.2944327209195998,0.32371383150981237,0.2898958517960972,0.32371383150981237
0,0.2991784879243124,0.26544250556380145,0.26544250556380145,0.29901909180646585,0.2893013090937194,0.29679304322465233,0.7777777777777778,0.35,0.3937175710669782,0.2551342321331347,0.42374039083744963,0.2551342321331347
0,0.3870066937567406,0.3477133284055803,0.3648191923837437,0.4176643590731217,0.3760840918579055,0.3844701409744977,0.0,0.21,0.23899174874899673,0.24158508929723418,0.2894967447966393,0.24158508929723418
0,0.05941223327365567,0.06239321284713898,0.06239321284713898,0.0888682919616932,0.12996334128512946,0.12843110766481944,0.0,0.05,0.09955211646523462,0.044945754697629736,0.11960243738067534,0.044945754697629736
1,0.1717296298130616,0.17173739705879573,0.16363431123577896,0.21703282722423878,0.2406735006536054,0.24497588980496918,0.2,0.06,0.19989299133536637,0.2680232080706598,0.2763453504839014,0.2680232080706598
0,0.03938065463247053,0.04447203495455048,0.036272603288727355,0.07281865982783994,0.0803481241480759,0.07227805608766259,0.0,0.09,0.07854378709463665,0.06394553119669738,0.10221434781729644,0.06394553119669738
0,0.533361468044731,0.5442767394310075,0.5972395245325881,0.4582904116194493,0.5325097831127521,0.5092135419284876,0.2222222222222222,0.41,0.5031656422237054,0.447971107264728,0.45976072050260075,0.447971107264728
0,0.10924554735626923,0.09335005965138084,0.1035175246524682,0.14514549893007203,0.14832001238870382,0.1419591859621949,0.3333333333333333,0.19,0.07142999377320706,0.07565645432537509,0.1749939489882015,0.07565645432537509
0,0.5343016156132846,0.49036906515039674,0.5092632082568613,0.4573753164687052,0.41474818509890654,0.41398836858798693,1.0,0.46,0.35138417264831007,0.32541835783407286,0.3163494605777219,0.32541835783407286
0,0.8065718146118999,0.7950169565242435,0.8024581695721692,0.7172233733327911,0.7727669270255101,0.7414760224080859,0.8,0.75,0.7894681644269118,0.7001353015347513,0.632398925769934,0.7001353015347513
0,0.08241011580120647,0.09128225573247317,0.09128225573247317,0.1186404302745598,0.10589103804207783,0.10366449147087461,0.2,0.37,0.17968255289591878,0.2088549644349696,0.20125560581948412,0.2088549644349696
0,0.04020879706239706,0.038239323718500265,0.038239323718500265,0.06512293175240139,0.08592815396283715,0.08867615682977947,0.4,0.01,0.05178626328483879,0.03317530970551887,0.11960243738067534,0.03317530970551887
0,0.6618548096879953,0.6275243392019133,0.6359575374384064,0.5533695820536817,0.5031724494409363,0.49309690156227703,0.625,0.51,0.450439146141597,0.48545007243529487,0.3858432648636955,0.48545007243529487
0,0.17689220089896437,0.20365132646168824,0.20365132646168824,0.224333874706736,0.2637333635343383,0.2675366791582524,0.0,0.24,0.2995290099304135,0.24189329691138825,0.15863516409152484,0.24189329691138825
0,0.02276814112716141,0.03367731374293279,0.028273711984325486,0.05257508938880707,0.07492623212339061,0.06427658677470971,0.0,0.09,0.05935476342955104,0.07481714227485299,0.11734468462648909,0.07481714227485299
0,0.33025726607205996,0.37495205842643714,0.3463021263012686,0.37445082975424065,0.38185559151979276,0.392510108892591,0.8333333333333334,0.58,0.3288740332295836,0.3068708030343363,0.2763453504839014,0.3068708030343363
1,0.14855937856388593,0.13941488735984858,0.13941488735984858,0.1580930364459751,0.15930760430422897,0.14977918416299085,0.0,0.07,0.2055151999689004,0.1684355251499149,0.14386750435092982,0.1684355251499149
0,0.03970947678343024,0.035610355953143456,0.03313396423597688,0.06975812030281786,0.0568186541492765,0.06552300079001581,0.2,0.12,0.10485569893384428,0.11988482252467507,0.19123943957407097,0.11988482252467507
0,0.1559606257727463,0.11872376670977851,0.11872376670977851,0.17267726770137545,0.16308113496312526,0.16296477926812483,0.0,0.39,0.3107216109100066,0.3909611853405133,0.32952095787554,0.3909611853405133
0,0.17723314030317544,0.17906725735549447,0.17906725735549447,0.2174379317770475,0.22447330516528588,0.22841123192238974,0.5714285714285714,0.24,0.25618142228661783,0.24823596361761674,0.38430236584869026,0.24823596361761674
0,0.231774718014696,0.14704667810055053,0.21496627008663624,0.23587773407334633,0.2282280722615945,0.23894499097459937,0.2,0.37,0.2119253152909034,0.25124161697167435,0.2406717411193751,0.25124161697167435
0,0.1951036525565798,0.2102025304056978,0.2024192103890488,0.22567885513795985,0.2072559073793805,0.21744944448874282,0.0,0.22,0.15884298002881878,0.17381267188727542,0.22362642731039944,0.17381267188727542
0,0.15550688630987175,0.1359695087465393,0.16508466640376904,0.1903067239746264,0.22116697561032808,0.22236533199938807,0.42857142857142855,0.33,0.1762550995841644,0.21096175133994508,0.3163494605777219,0.21096175133994508
0,0.27003581258806536,0.31227989178463006,0.2921240622250051,0.29566486912841133,0.3276930050104366,0.32244245799047405,1.0,0.29,0.3090755239714568,0.36913334438539946,0.2165073411909163,0.36913334438539946
1,0.5563117232264606,0.5087406726457899,0.5527836070427591,0.5134545382267377,0.460378045403657,0.5365984711742685,1.0,0.52,0.4240447709849469,0.44868100066242933,0.39128675977775124,0.44868100066242933
1,0.41200564339584694,0.33388266332155225,0.37533221993201277,0.40476890693908985,0.3848419605850181,0.3793186555594623,0.0,0.33,0.40832062233965283,0.352843125903756,0.4274298033208382,0.352843125903756
0,0.32944324487812465,0.3796418280940591,0.3796418280940591,0.3344344990096014,0.358323842964975,0.35258507852391013,0.875,0.58,0.431071089991958,0.4035848572609068,0.27729015431271614,0.4035848572609068
1,0.5590610002514702,0.550122435324018,0.550122435324018,0.48863093105939065,0.47978134828779767,0.481526106665936,0.8,0.49,0.37188799387576293,0.4987177704125389,0.4620014074460273,0.4987177704125389
1,0.11997133692781686,0.4059686966197701,0.17101367713043486,0.28302001206713645,0.39340735608730387,0.39238176147148685,0.4,0.58,0.5942004568095122,0.5724449355862317,0.6667379517419632,0.5724449355862317
1,0.7169468258094555,0.7102269754032926,0.7102269754032926,0.6594187053990848,0.5691933997968521,0.5754628538804533,0.6666666666666666,0.58,0.4603997241148229,0.4734458662022129,0.47331148779650034,0.4734458662022129
1,0.5060638547751186,0.5170990290932582,0.5170990290932582,0.5012169652234268,0.46102013739104897,0.46317306875074543,0.16666666666666666,0.52,0.5288221040473514,0.4316706463960545,0.46863841683338164,0.4316706463960545
0,0.14501208829837617,0.14107668132849802,0.12776420261452653,0.16455528899083124,0.18243551094765267,0.14906563256738817,0.0,0.02,0.09645335906792764,0.09940462931713522,0.1110965252016934,0.09940462931713522
0,0.13713755919315546,0.18580598401083406,0.14658848144201542,0.17656859974606137,0.24248852835276583,0.14556814143493188,0.0,0.12,0.17859843535718511,0.22285229570182663,0.08923918014377459,0.22285229570182663
1,0.5566775400867072,0.5326052928871918,0.5017646925322559,0.4603977402317464,0.46469882273302515,0.4560628298065355,0.8,0.44,0.4524197898702666,0.389771886559132,0.49258049347921723,0.389771886559132
0,0.21708014936629574,0.23044058311211674,0.23044058311211674,0.26539913875256343,0.3069130105743997,0.3021609972667103,0.0,0.1,0.2121256071343899,0.160169976443432,0.2522599427881929,0.160169976443432
0,0.39301869669681616,0.38980302965601715,0.36584944224078714,0.36172747366516145,0.37094869379398904,0.3702051810415107,0.2222222222222222,0.43,0.4124516444572237,0.38400752334442373,0.25644381764767865,0.38400752334442373
0,0.1016182664314312,0.14246111024818245,0.09713186724030196,0.16071446730227124,0.20837297261908866,0.18007598450854673,0.0,0.28,0.2954975549710854,0.2692023844864582,0.1845076010308887,0.2692023844864582
0,0.03226232632282612,0.033141687095938475,0.036406896598423596,0.05911996934362599,0.04415368819106365,0.05455058506765713,0.0,0.02,0.06823082890522465,0.10182546397726538,0.10894998088170726,0.10182546397726538
1,0.43507993207696327,0.49528512515326695,0.43679932439570257,0.40233525000711795,0.4262010997717982,0.4135950824207022,1.0,0.61,0.4298807726719607,0.40218637818657194,0.44316651861714207,0.40218637818657194
0,0.08480819167151565,0.09395872251585227,0.09395872251585227,0.11325426927850668,0.1249504265670586,0.09754919806270494,0.0,0.05,0.1451909620699919,0.1271723806907813,0.1511091020182253,0.1271723806907813
1,0.21862293211942324,0.2801027190640817,0.24066521698757606,0.23745223556731257,0.27815257216279626,0.27558408315453387,0.5,0.12,0.21721403341411075,0.29200708001227854,0.2977978908051893,0.29200708001227854
0,0.4102488008475154,0.32667057271882144,0.4107746838480387,0.42835419878626624,0.4057035020090203,0.416713957450067,0.6,0.51,0.4229111265458534,0.40784473765040824,0.4700465093463285,0.40784473765040824
0,0.512645134347995,0.4642056524365422,0.4642056524365422,0.41009598244285694,0.4466579827435643,0.4251236995101233,0.0,0.43,0.46285299033008626,0.4947886853096999,0.48414057316030557,0.4947886853096999
0,0.1847537614294101,0.18012217123193844,0.18012217123193844,0.24260978536460862,0.3075597495951419,0.30862271618539205,0.2,0.4,0.3113269650779468,0.29996807910995327,0.3285561663733354,0.29996807910995327
0,0.27193097305316644,0.27406980535089953,0.27406980535089953,0.2948175497793198,0.28168183513532863,0.2820999066722602,0.0,0.26,0.2897130084870254,0.28390827138304003,0.2231903789337869,0.28390827138304003
1,0.7605574087531406,0.7501611047169368,0.7305552253558019,0.6653853135166543,0.6186701597731441,0.633548155580565,1.0,0.64,0.5759141238102117,0.7079930272179179,0.4441797335518184,0.7079930272179179
0,0.34009642930701156,0.3349409975903104,0.2898249786877837,0.35382323352885586,0.33306202364379356,0.3450730530942109,0.6666666666666666,0.6,0.4364380487528696,0.6136016732647059,0.4218197906728252,0.6136016732647059
0,0.7451791313937646,0.6994718150108741,0.7503936704142365,0.6573172603072809,0.7000459052554368,0.6699202302541013,1.0,0.77,0.6735214078246492,0.7448060946861461,0.6485018467399232,0.7448060946861461
0,0.08711786274149823,0.07982698044482331,0.06461639118670551,0.1544306984003155,0.16227639859049728,0.1693015069402152,0.0,0.22,0.1497953068068811,0.24047944363536386,0.21256312159038906,0.24047944363536386
0,0.21664826187321182,0.3421967225181306,0.2292901683635542,0.27540460363088987,0.3326931911332508,0.31537016115903116,0.6666666666666666,0.16,0.23308863278741765,0.19182155317878705,0.20158219440258898,0.19182155317878705
0,0.06369244139118463,0.07823532262748277,0.07823532262748277,0.10963743483559656,0.1640155970485428,0.16003923278871113,0.0,0.15,0.17300007869856537,0.1279904903947155,0.21031292939665466,0.1279904903947155
0,0.1480090428423173,0.16573206149057454,0.16573206149057454,0.18461769953046936,0.21062562973053253,0.21751981733167816,0.0,0.17,0.2053687565070665,0.2258755681916523,0.3111882392595316,0.2258755681916523
0,0.5064241406956366,0.5020619612976366,0.526855316245981,0.46236182278275695,0.47403078108652463,0.4726646439412946,0.8333333333333334,0.53,0.381931277869511,0.4202656683678694,0.44584038038351265,0.4202656683678694
1,0.3922544302039853,0.34576724022290634,0.4130805426036871,0.3452948354316968,0.36508356090566557,0.3737779551890853,0.0,0.4,0.3646773824869464,0.42276738296672695,0.4072834980204055,0.42276738296672695
1,0.4273876623956648,0.5214055315610012,0.4524413253576991,0.502459703554101,0.5303940371150629,0.5371608799273033,1.0,0.68,0.5295419463347835,0.513540554633288,0.6562970720092423,0.513540554633288
0,0.26652587599433053,0.2643147837461961,0.2948914634366106,0.26384980889530807,0.26695294020369115,0.2659202150530423,0.5,0.17,0.230837026385785,0.2521063019053853,0.2879554133482246,0.2521063019053853
0,0.043552687729586564,0.03871076677987605,0.04027273474159316,0.0774049859364251,0.07963217926599171,0.07393201469963055,0.0,0.0,0.07854378709463665,0.07000195699740568,0.11734468462648909,0.07000195699740568
0,0.12149522148288606,0.12584381424127344,0.11398361365883125,0.164326190025865,0.13731854426307596,0.14998785695697409,0.0,0.07,0.11744525832961522,0.1450076914327268,0.17067750280885371,0.1450076914327268
1,0.8848386674696357,0.8688317770270826,0.8688317770270826,0.8056435681002603,0.5905055479389792,0.6198172645940749,1.0,0.81,0.8619594917377829,0.8817572952751437,0.7442366257087378,0.8817572952751437
0,0.15643716939872415,0.1375659463762842,0.1375659463762842,0.1886803095585084,0.21627210657534993,0.20251317861068796,0.2857142857142857,0.14,0.25552446728280565,0.30165241633318285,0.2850358952349352,0.30165241633318285
1,0.6593714417145718,0.549557001816716,0.6022643636860101,0.6068330039066108,0.5813480458164879,0.5766281898967556,1.0,0.53,0.49005801436028756,0.496784964545943,0.38633447206901383,0.496784964545943
1,0.7881159959569715,0.7894527485962167,0.7894527485962167,0.7041877688994989,0.6146087577775209,0.6408358323664312,0.75,0.51,0.45627800458755496,0.49215625554771786,0.4934514355227612,0.49215625554771786
0,0.5605254634224552,0.5653431970701918,0.5844278746688195,0.5204373506877242,0.4997453730980666,0.5010321401181503,0.5714285714285714,0.57,0.36408280368363927,0.3004147399304822,0.3798141190620945,0.3004147399304822
1,0.2278161930454426,0.19987187563911085,0.19987187563911085,0.24145800772951945,0.23543113979085778,0.2428605137023534,0.0,0.3,0.2563477246094327,0.21908182219260958,0.3478554589834251,0.21908182219260958
0,0.07696866515824538,0.0604159839589057,0.0604159839589057,0.12875935546354322,0.2773010898914547,0.2574757437760032,0.0,0.34,0.20905223573737478,0.1827814981747084,0.24697907680034495,0.1827814981747084
1,0.7402307973071149,0.6948813702824548,0.6948813702824548,0.6153975524871662,0.590874120583066,0.6015964193440566,0.16666666666666666,0.53,0.611581567699766,0.6374156571955121,0.5080075827059917,0.6374156571955121
0,0.11834027822775134,0.12993938552396395,0.12993938552396395,0.1733561262003944,0.17158616331696755,0.1719076154681798,0.0,0.07,0.16476044445214655,0.13211899937012653,0.2026697022693677,0.13211899937012653
0,0.5674479750188701,0.5424772333945458,0.5424772333945458,0.4571585254280354,0.44802874488415284,0.4441906292736473,0.0,0.45,0.44256659000478377,0.47877234309311933,0.4164329563215021,0.47877234309311933
0,0.13775251027968546,0.15531491066628655,0.1418803836276494,0.17916650126736708,0.17129327155939453,0.18117668025759465,0.0,0.05,0.1800832631504487,0.23625558568291025,0.26320595659636276,0.23625558568291025
0,0.17708840082830873,0.18694631535401343,0.16395912555656852,0.20397480282301317,0.20539319604489442,0.1992430343825356,0.0,0.1,0.1458534663807594,0.13247307281273651,0.21507443062113085,0.13247307281273651
1,0.3242242503868443,0.35638722234668824,0.3112869779098104,0.3251919448748802,0.3488103348239436,0.3166518376742665,0.0,0.24,0.2957017558753302,0.3085778950764803,0.231324204623497,0.3085778950764803
0,0.2953168689870272,0.2845411847978063,0.2845411847978063,0.3217411658473587,0.3144719349249189,0.31734656838038156,0.0,0.35,0.32780445318155593,0.3717368187058448,0.4477416269430179,0.3717368187058448
1,0.8980266598424257,0.9220140609742667,0.9220140609742667,0.7905713223871152,0.735581565730329,0.7781174560905055,0.6,0.85,0.8838115034081329,0.9221741285667284,0.8199542470120985,0.9221741285667284
0,0.13185255984944447,0.13596381716538672,0.13596381716538672,0.17437899577944546,0.1834234414711412,0.19120129041357353,0.6,0.15,0.17932981944332443,0.31720578755796136,0.26641972916531165,0.31720578755796136
0,0.18910120146578402,0.2671411115465678,0.2671411115465678,0.2770964151959863,0.3098692696831378,0.30742571144429515,0.0,0.15,0.25227709604491555,0.2258249831240257,0.3050049879601083,0.2258249831240257
1,0.29292508029595915,0.4097726136057543,0.3798269343577231,0.37732064365699947,0.4559530859278617,0.44912362403295736,0.7142857142857143,0.44,0.5726772840013604,0.5203966040473628,0.6151232196943305,0.5203966040473628
0,0.812703360340376,0.8458934118494369,0.8525183872823741,0.7484803960691574,0.7788388497302591,0.7605173257118076,0.8,0.81,0.7967831425725672,0.7473251022290847,0.7176706385080728,0.7473251022290847
0,0.6929652019152296,0.6359583535445094,0.6632162214745846,0.5973725349583087,0.5237119232513822,0.5197049599076575,0.16666666666666666,0.56,0.5726772840013604,0.5203966040473628,0.6151232196943305,0.5203966040473628
1,0.14458235323581875,0.2082237353020094,0.16734139558238822,0.2030558678875526,0.18745036323556777,0.20858066387461463,0.0,0.22,0.20265450996416157,0.27725338334704774,0.34202771936982557,0.27725338334704774
1,0.05863344137198711,0.05899844879748133,0.058848117212344536,0.10527610769951196,0.09471525132131112,0.10533132059757515,0.0,0.04,0.1439204762647843,0.1678772893579195,0.26320595659636276,0.1678772893579195
0,0.36495587942411356,0.3809031576419301,0.3809031576419301,0.3876308733056687,0.40091285139365107,0.39860908876982365,0.0,0.47,0.4211333305188707,0.35889508569255424,0.5275118883812434,0.35889508569255424
0,0.282136916976961,0.2663867070942062,0.2663867070942062,0.2892201518968573,0.27356949372597067,0.2805710590374835,0.6666666666666666,0.21,0.25164860900619673,0.18730435286192024,0.25996249356058315,0.18730435286192024
1,0.5967074490677368,0.5922441120083213,0.5818552324483784,0.5366521911897493,0.5178728306984387,0.5196852735087645,0.0,0.62,0.6778612656233223,0.4798007430580139,0.38275877866135455,0.4798007430580139
0,0.12971501443880634,0.12177641078717437,0.12177641078717437,0.14941839507327664,0.1824402190368981,0.18337925680819023,0.8,0.37,0.28178765268383765,0.3327909121088489,0.2652883753893628,0.3327909121088489
0,0.29888598627951024,0.2787617286297348,0.2787617286297348,0.2865955638977213,0.2732847182553689,0.28073742751315045,0.0,0.16,0.26838068183400904,0.15345525751977623,0.29018446692585237,0.15345525751977623
