E12,N12,Ne12,O3v,S12,T12,T15,Vx,W12,nebulosite_SOLEIL,vent_NORD,vent_OUEST,vent_SUD,E12_cu,E12_sq,N12_cu,N12_sq,Ne12_cu,Ne12_sq,O3v_cu,O3v_sq,S12_cu,S12_sq,T12_cu,T12_sq,T15_cu,T15_sq,Vx_cu,Vx_sq,W12_cu,W12_sq,E12:N12,E12:Ne12,E12:O3v,E12:S12,E12:T12,E12:T15,E12:Vx,E12:W12,E12:nebulosite[T.SOLEIL],E12:vent[T.NORD],E12:vent[T.OUEST],E12:vent[T.SUD],N12:Ne12,N12:O3v,N12:S12,N12:T12,N12:T15,N12:Vx,N12:W12,N12:nebulosite[T.SOLEIL],N12:vent[T.NORD],N12:vent[T.OUEST],N12:vent[T.SUD],Ne12:O3v,Ne12:S12,Ne12:T12,Ne12:T15,Ne12:Vx,Ne12:W12,Ne12:nebulosite[T.SOLEIL],Ne12:vent[T.NORD],Ne12:vent[T.OUEST],Ne12:vent[T.SUD],O3v:S12,O3v:T12,O3v:T15,O3v:Vx,O3v:W12,O3v:nebulosite[T.SOLEIL],O3v:vent[T.NORD],O3v:vent[T.OUEST],O3v:vent[T.SUD],S12:T12,S12:T15,S12:Vx,S12:W12,S12:nebulosite[T.SOLEIL],S12:vent[T.NORD],S12:vent[T.OUEST],S12:vent[T.SUD],T12:T15,T12:Vx,T12:W12,T12:nebulosite[T.SOLEIL],T12:vent[T.NORD],T12:vent[T.OUEST],T12:vent[T.SUD],T15:Vx,T15:W12,T15:nebulosite[T.SOLEIL],T15:vent[T.NORD],T15:vent[T.OUEST],T15:vent[T.SUD],Vx:W12,Vx:nebulosite[T.SOLEIL],Vx:vent[T.NORD],Vx:vent[T.OUEST],Vx:vent[T.SUD],W12:nebulosite[T.SOLEIL],W12:vent[T.NORD],W12:vent[T.OUEST],W12:vent[T.SUD],nebulosite[T.SOLEIL],nebulosite[T.SOLEIL]:vent[T.NORD],nebulosite[T.SOLEIL]:vent[T.OUEST],nebulosite[T.SOLEIL]:vent[T.SUD],vent[T.NORD],vent[T.OUEST],vent[T.SUD],Y
0,0,6,38.0,0,21.0,21.1,-23.68,7,0.0,0.0,1.0,0.0,0,0,0,0,216,36,54872.0,1444.0,0,0,9261.0,441.0,9393.931000000002,445.21000000000004,-13278.380032,560.7424,343,49,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,126.0,126.60000000000001,-142.07999999999998,42.0,0.0,0.0,6.0,0.0,0.0,798.0,801.8000000000001,-899.84,266.0,0.0,0.0,38.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,443.1,-497.28,147.0,0.0,0.0,21.0,0.0,-499.648,147.70000000000002,0.0,0.0,21.1,0.0,-165.76,-0.0,-0.0,-23.68,-0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,65.0
0,0,8,70.8,0,17.4,22.8,-6.24,2,0.0,0.0,1.0,0.0,0,0,0,0,512,64,354894.91199999995,5012.639999999999,0,0,5268.0239999999985,302.75999999999993,11852.352,519.84,-242.97062400000002,38.9376,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,566.4,0.0,139.2,182.4,-49.92,16.0,0.0,0.0,8.0,0.0,0.0,1231.9199999999998,1614.24,-441.792,141.6,0.0,0.0,70.8,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,396.71999999999997,-108.576,34.8,0.0,0.0,17.4,0.0,-142.27200000000002,45.6,0.0,0.0,22.8,0.0,-12.48,-0.0,-0.0,-6.24,-0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73.0
4,0,2,119.8,0,26.9,29.5,14.18,0,1.0,0.0,0.0,0.0,64,16,0,0,8,4,1719374.392,14352.039999999999,0,0,19465.108999999997,723.6099999999999,25672.375,870.25,2851.206632,201.0724,0,0,0.0,8.0,479.2,0.0,107.6,118.0,56.72,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.6,0.0,53.8,59.0,28.36,0.0,2.0,0.0,0.0,0.0,0.0,3222.62,3534.1,1698.764,0.0,119.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.55,381.44199999999995,0.0,26.9,0.0,0.0,0.0,418.31,0.0,29.5,0.0,0.0,0.0,0.0,14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.2
5,0,3,103.6,0,25.5,27.8,13.79,0,1.0,0.0,0.0,0.0,125,25,0,0,27,9,1111934.6559999997,10732.96,0,0,16581.375,650.25,21484.952,772.84,2622.3629389999996,190.1641,0,0,0.0,15.0,518.0,0.0,127.5,139.0,68.94999999999999,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.79999999999995,0.0,76.5,83.4,41.37,0.0,3.0,0.0,0.0,0.0,0.0,2641.7999999999997,2880.08,1428.6439999999998,0.0,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.9,351.645,0.0,25.5,0.0,0.0,0.0,383.36199999999997,0.0,27.8,0.0,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127.8
0,6,7,69.2,0,19.4,21.5,-7.39,0,0.0,1.0,0.0,0.0,0,0,216,36,343,49,331373.88800000004,4788.64,0,0,7301.383999999998,376.35999999999996,9938.375,462.25,-403.58341899999994,54.6121,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,42.0,415.20000000000005,0.0,116.39999999999999,129.0,-44.339999999999996,0.0,0.0,6.0,0.0,0.0,484.40000000000003,0.0,135.79999999999998,150.5,-51.73,0.0,0.0,7.0,0.0,0.0,0.0,1342.48,1487.8,-511.388,0.0,0.0,69.2,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,417.09999999999997,-143.36599999999999,0.0,0.0,19.4,0.0,0.0,-158.885,0.0,0.0,21.5,0.0,0.0,-0.0,-0.0,-7.39,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.6
0,0,7,48.0,0,20.8,21.4,-13.79,5,0.0,0.0,1.0,0.0,0,0,0,0,343,49,110592.0,2304.0,0,0,8998.912,432.64000000000004,9800.343999999997,457.9599999999999,-2622.3629389999996,190.1641,125,25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,145.6,149.79999999999998,-96.53,35.0,0.0,0.0,7.0,0.0,0.0,998.4000000000001,1027.1999999999998,-661.92,240.0,0.0,0.0,48.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,445.12,-286.832,104.0,0.0,0.0,20.8,0.0,-295.10599999999994,107.0,0.0,0.0,21.4,0.0,-68.94999999999999,-0.0,-0.0,-13.79,-0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63.6
0,0,2,118.6,3,29.5,30.6,1.88,0,1.0,0.0,0.0,1.0,0,0,0,0,8,4,1668222.8559999997,14065.96,27,9,25672.375,870.25,28652.616000000005,936.3600000000001,6.644671999999999,3.5343999999999998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.2,6.0,59.0,61.2,3.76,0.0,2.0,0.0,0.0,2.0,355.79999999999995,3498.7,3629.16,222.968,0.0,118.6,0.0,0.0,118.6,88.5,91.80000000000001,5.64,0.0,3.0,0.0,0.0,3.0,902.7,55.459999999999994,0.0,29.5,0.0,0.0,29.5,57.528,0.0,30.6,0.0,0.0,30.6,0.0,1.88,0.0,0.0,1.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,134.2
0,0,7,60.0,0,21.7,20.3,-24.82,7,0.0,0.0,1.0,0.0,0,0,0,0,343,49,216000.0,3600.0,0,0,10218.312999999998,470.89,8365.427000000001,412.09000000000003,-15289.924168000001,616.0324,343,49,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,151.9,142.1,-173.74,49.0,0.0,0.0,7.0,0.0,0.0,1302.0,1218.0,-1489.2,420.0,0.0,0.0,60.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,440.51,-538.5939999999999,151.9,0.0,0.0,21.7,0.0,-503.846,142.1,0.0,0.0,20.3,0.0,-173.74,-0.0,-0.0,-24.82,-0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.2
3,0,5,74.4,0,19.7,21.7,9.35,0,1.0,0.0,0.0,0.0,27,9,0,0,125,25,411830.7840000001,5535.360000000001,0,0,7645.373,388.09,10218.312999999998,470.89,817.4003749999999,87.4225,0,0,0.0,15.0,223.20000000000002,0.0,59.099999999999994,65.1,28.049999999999997,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,0.0,98.5,108.5,46.75,0.0,5.0,0.0,0.0,0.0,0.0,1465.68,1614.48,695.64,0.0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.48999999999995,184.195,0.0,19.7,0.0,0.0,0.0,202.89499999999998,0.0,21.7,0.0,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8
8,0,6,103.8,0,19.0,21.0,28.36,0,0.0,0.0,0.0,0.0,512,64,0,0,216,36,1118386.872,10774.439999999999,0,0,6859.0,361.0,9261.0,441.0,22809.653056,804.2896,0,0,0.0,48.0,830.4,0.0,152.0,168.0,226.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.8,0.0,114.0,126.0,170.16,0.0,0.0,0.0,0.0,0.0,0.0,1972.2,2179.7999999999997,2943.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,538.84,0.0,0.0,0.0,0.0,0.0,595.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8
4,0,1,78.8,0,20.7,22.9,12.47,0,1.0,0.0,0.0,0.0,64,16,0,0,1,1,489303.872,6209.44,0,0,8869.742999999999,428.48999999999995,12008.988999999998,524.41,1939.0962230000002,155.50090000000003,0,0,0.0,4.0,315.2,0.0,82.8,91.6,49.88,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8,0.0,20.7,22.9,12.47,0.0,1.0,0.0,0.0,0.0,0.0,1631.1599999999999,1804.5199999999998,982.636,0.0,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.03,258.129,0.0,20.7,0.0,0.0,0.0,285.563,0.0,22.9,0.0,0.0,0.0,0.0,12.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6
0,0,7,72.2,0,18.0,18.5,-5.52,2,0.0,0.0,1.0,0.0,0,0,0,0,343,49,376367.04800000007,5212.84,0,0,5832.0,324.0,6331.625,342.25,-168.19660799999997,30.470399999999994,8,4,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,505.40000000000003,0.0,126.0,129.5,-38.64,14.0,0.0,0.0,7.0,0.0,0.0,1299.6000000000001,1335.7,-398.544,144.4,0.0,0.0,72.2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,333.0,-99.35999999999999,36.0,0.0,0.0,18.0,0.0,-102.11999999999999,37.0,0.0,0.0,18.5,0.0,-11.04,-0.0,-0.0,-5.52,-0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.4
0,0,8,53.4,6,17.4,16.4,-10.8,0,0.0,0.0,0.0,1.0,0,0,0,0,512,64,152273.30399999997,2851.56,216,36,5268.0239999999985,302.75999999999993,4410.943999999999,268.96,-1259.7120000000002,116.64000000000001,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,427.2,48.0,139.2,131.2,-86.4,0.0,0.0,0.0,0.0,8.0,320.4,929.1599999999999,875.7599999999999,-576.72,0.0,0.0,0.0,0.0,53.4,104.39999999999999,98.39999999999999,-64.80000000000001,0.0,0.0,0.0,0.0,6.0,285.35999999999996,-187.92,0.0,0.0,0.0,0.0,17.4,-177.12,0.0,0.0,0.0,0.0,16.4,-0.0,-0.0,-0.0,-0.0,-10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
5,0,0,89.0,0,16.3,18.1,18.0,0,1.0,0.0,0.0,0.0,125,25,0,0,0,0,704969.0,7921.0,0,0,4330.747,265.69,5929.741000000002,327.61000000000007,5832.0,324.0,0,0,0.0,0.0,445.0,0.0,81.5,90.5,90.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.7,1610.9,1602.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.03000000000003,293.40000000000003,0.0,16.3,0.0,0.0,0.0,325.8,0.0,18.1,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8
1,0,1,97.8,0,13.6,14.4,3.55,0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,935441.352,9564.84,0,0,2515.4559999999997,184.95999999999998,2985.9840000000004,207.36,44.73887499999999,12.6025,0,0,0.0,1.0,97.8,0.0,13.6,14.4,3.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8,0.0,13.6,14.4,3.55,0.0,1.0,0.0,0.0,0.0,0.0,1330.08,1408.32,347.19,0.0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.84,48.279999999999994,0.0,13.6,0.0,0.0,0.0,51.12,0.0,14.4,0.0,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104.2
0,7,7,61.4,0,15.8,16.7,-12.6,0,0.0,1.0,0.0,0.0,0,0,343,49,343,49,231475.544,3769.96,0,0,3944.3120000000004,249.64000000000001,4657.463,278.89,-2000.3759999999997,158.76,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,49.0,429.8,0.0,110.60000000000001,116.89999999999999,-88.2,0.0,0.0,7.0,0.0,0.0,429.8,0.0,110.60000000000001,116.89999999999999,-88.2,0.0,0.0,7.0,0.0,0.0,0.0,970.12,1025.3799999999999,-773.64,0.0,0.0,61.4,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,263.86,-199.08,0.0,0.0,15.8,0.0,0.0,-210.42,0.0,0.0,16.7,0.0,0.0,-0.0,-0.0,-12.6,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0
