Y,log,BIC,AIC,ridge,lasso,elast
0,0.38213421198360503,0.0,0.0,0.3928748135255977,0.38895582972492926,0.3904357689614283
0,0.6778242731245088,0.0,0.0,0.5890350591911592,0.6023987757438403,0.57443659176715
0,0.2666226338169349,0.0,0.0,0.27580619336316564,0.32964896393520243,0.3163442112826359
0,0.6107231640804426,0.0,0.0,0.578913615007236,0.5572571819733292,0.5944569593172746
1,0.7586146976824555,0.0,0.0,0.7018794228160168,0.625689831154756,0.7140907954984772
0,0.39302721575441135,0.0,0.0,0.4200229866601355,0.4831913824397231,0.4318944559075173
1,0.6478619334798567,0.0,0.0,0.5531479125385843,0.45850266547381374,0.4622577824708092
0,0.6466530511488134,0.0,0.0,0.5823730776171993,0.5758071269613873,0.5911221002813634
1,0.4254644137626332,0.0,0.0,0.4148010547241697,0.459289881575397,0.4430952299355155
1,0.21716162016233867,0.0,0.0,0.2395361690977608,0.28269312003767794,0.27326319936147797
1,0.3876091230757772,0.0,0.0,0.36291143760971356,0.2806341027245451,0.3620774637355592
1,0.6578197881141951,0.0,0.0,0.6081010105177969,0.5789236711850775,0.5811972299925114
1,0.2514430725023604,0.0,0.0,0.3134683455129572,0.29465883943997584,0.30568036641405555
0,0.33614564739227915,0.0,0.0,0.3542765531074017,0.3554276028917482,0.357394619395592
1,0.13882819891990444,0.0,0.0,0.15829079341333477,0.15965107136314127,0.14848493697747486
0,0.16081326640389973,0.0,0.0,0.20037995392175975,0.20116288734965748,0.17739897176281363
0,0.16612561650967259,0.0,0.0,0.20635435355226078,0.20834675504227354,0.20152489406808974
0,0.2852367099264794,0.0,0.0,0.2828579659656582,0.27152029653264925,0.2784618136323451
1,0.8862158667781597,0.0,0.0,0.8246283304761377,0.8488698438444919,0.8505220370966818
1,0.39619860352929304,0.0,0.0,0.39613782335324954,0.3999042629092426,0.39232179019458424
0,0.043309510712083374,0.0,0.0,0.06865081742278302,0.0736631674182287,0.050214026191292574
0,0.01826668632533972,0.0,0.0,0.04211515292993936,0.025343734665614532,0.03249681530472055
1,0.3100525832490662,0.0,0.0,0.33017237248131404,0.37615022243572477,0.36270097525356054
0,0.0084371238209522,0.0,0.0,0.03378906620921866,0.06087399024691105,0.07049620893095379
0,0.3294164415342525,0.0,0.0,0.308804816494526,0.3190883719452298,0.31484235757308954
1,0.8592515844800377,0.0,0.0,0.8034823247274911,0.7715982338642782,0.8381445416877101
1,0.2693525733149391,0.0,0.0,0.3168765704303813,0.32085330275637325,0.3295141516143636
0,0.037605943836155245,0.0,0.0,0.06267766959633145,0.09071000936965687,0.08937337145227169
0,0.1184689750111137,0.0,0.0,0.175516607931197,0.18354681111408017,0.172488901923771
0,0.28768526196287497,0.0,0.0,0.31096418419392385,0.3042942674947972,0.30333516949191164
0,0.20897804795259012,0.0,0.0,0.24009866156678422,0.28558642804474743,0.21515569681401447
1,0.294482614290967,0.0,0.0,0.32046368588894986,0.28566369987508117,0.2984330193660735
1,0.26820131773528094,0.0,0.0,0.2945966577854641,0.28724065741077354,0.29098122824106215
0,0.2991784879243122,0.0,0.0,0.29907953831710166,0.28920526076319225,0.29674448161713807
0,0.3870066937567409,0.0,0.0,0.4176708549394293,0.3760226599763549,0.38495454729747114
0,0.05941223327365572,0.0,0.0,0.08993775250608868,0.13988796188740468,0.13428872676861317
1,0.17172962981306167,0.0,0.0,0.22662349689680686,0.24386512960267626,0.2467880138296722
0,0.0393806546324704,0.0,0.0,0.07334808950557514,0.08365097893837399,0.0720405623182289
0,0.533361468044731,0.0,0.0,0.4543708920027018,0.5311752567228799,0.509313311483117
0,0.10924554735626898,0.0,0.0,0.14564856927502443,0.15109639330733787,0.14174923944347997
0,0.534301615613285,0.0,0.0,0.4461458074212631,0.41098720264531646,0.4120764183615955
0,0.8065718146119001,0.0,0.0,0.7110518022524756,0.7698406784620139,0.7416666969288274
0,0.08241011580120643,0.0,0.0,0.11863740412399261,0.1064639024400617,0.10472517465527421
0,0.04020879706239709,0.0,0.0,0.06601780829819837,0.09322057354904305,0.09299498240343425
0,0.6618548096879957,0.0,0.0,0.5352183788697191,0.4972704498431178,0.4899307557051309
0,0.17689220089896437,0.0,0.0,0.22569713250213014,0.2699459563949778,0.2716019769404675
0,0.02276814112716135,0.0,0.0,0.05303627715969748,0.07870238855820041,0.06402502236131992
0,0.3302572660720605,0.0,0.0,0.37843994172244333,0.38133484811910123,0.392226204063065
1,0.14855937856388593,0.0,0.0,0.15830186952622016,0.15863551906932985,0.1497888410927822
0,0.03970947678343027,0.0,0.0,0.06963010677431362,0.05665311784717881,0.06692380908569691
0,0.15596062577274605,0.0,0.0,0.17282408268452357,0.15857141643441205,0.17040812677088632
0,0.17723314030317544,0.0,0.0,0.2185534342256041,0.22935204683337063,0.23177572020264886
0,0.2317747180146963,0.0,0.0,0.23793346143413552,0.231823050070017,0.24099586597329536
0,0.1951036525565799,0.0,0.0,0.2277203777986571,0.208154437900797,0.21738812497824114
0,0.15550688630987183,0.0,0.0,0.197823283021794,0.22550936507806685,0.2246895779511649
0,0.2700358125880655,0.0,0.0,0.29563126347405383,0.3274939863378135,0.3234600997602661
1,0.5563117232264608,0.0,0.0,0.5135769953379102,0.4633706433693865,0.5360833355496142
1,0.4120056433958473,0.0,0.0,0.4038136634731626,0.3869649461857382,0.38017380046038096
0,0.32944324487812426,0.0,0.0,0.33443532495764383,0.3586459717337717,0.35292502540365006
1,0.5590610002514702,0.0,0.0,0.4865552008969316,0.47116711872719225,0.47848120282337914
1,0.11997133692781703,0.0,0.0,0.3095460171416646,0.39261600923795037,0.3919374072702935
1,0.7169468258094555,0.0,0.0,0.6570194168961863,0.5519337774714399,0.565990784225054
1,0.5060638547751188,0.0,0.0,0.5005015740191543,0.45461202721864724,0.4595282795362
0,0.14501208829837617,0.0,0.0,0.16446020170318795,0.17878594750951574,0.14918147342769242
0,0.13713755919315546,0.0,0.0,0.17652492665722846,0.2377784237109162,0.14580836977559625
1,0.5566775400867072,0.0,0.0,0.4605295006553834,0.464896820320893,0.45460825492059737
0,0.2170801493662956,0.0,0.0,0.26667757445052587,0.31527248424605053,0.3062050650178803
0,0.3930186966968163,0.0,0.0,0.36176551746464713,0.3709285935046646,0.3702373475165927
0,0.10161826643143086,0.0,0.0,0.16156901128581005,0.21453824297112783,0.17955979435465944
0,0.03226232632282609,0.0,0.0,0.06120972106421232,0.044932631126259455,0.0544893390877761
1,0.43507993207696327,0.0,0.0,0.400612538261807,0.4232733907056863,0.41202351854184066
0,0.08480819167151568,0.0,0.0,0.11380864048416374,0.12429339166612381,0.097637613222372
1,0.21862293211942324,0.0,0.0,0.23738850157690894,0.27793364262817477,0.27680078286814846
0,0.41024880084751525,0.0,0.0,0.42850610131534217,0.4041008832947572,0.41670247059233856
0,0.5126451343479947,0.0,0.0,0.4093392158638844,0.4482541061553798,0.4229888428528817
0,0.18475376142941038,0.0,0.0,0.2482894526166217,0.3075791465001774,0.30752350147667873
0,0.27193097305316644,0.0,0.0,0.29488854257964675,0.2819657179923302,0.28271478826016044
1,0.7605574087531402,0.0,0.0,0.664343658583845,0.6136349501310214,0.6340779498734065
0,0.3400964293070117,0.0,0.0,0.3537173480703354,0.3320445925535371,0.3452043544061814
0,0.7451791313937647,0.0,0.0,0.6514398342896394,0.6968987835458154,0.6701134780584665
0,0.08711786274149838,0.0,0.0,0.169642650246282,0.16688577891672185,0.17193348778122533
0,0.2166482618732114,0.0,0.0,0.2760403474399026,0.3345806854527788,0.31493139085146304
0,0.06369244139118466,0.0,0.0,0.1113435159737149,0.17649581884098425,0.16680563195418213
0,0.14800904284231742,0.0,0.0,0.18901614315733653,0.21116450092428138,0.2170869862783983
0,0.5064241406956361,0.0,0.0,0.4619342111413035,0.471320466839456,0.47293800892547394
1,0.39225443020398576,0.0,0.0,0.345433686902624,0.36270631936096753,0.37328055608449995
1,0.4273876623956645,0.0,0.0,0.5029484420522746,0.5275765753373093,0.536811817040132
0,0.26652587599433075,0.0,0.0,0.2640925501703363,0.2669320361691763,0.265916864535548
0,0.043552687729586474,0.0,0.0,0.07792454445213366,0.08260215126420696,0.07371909500755439
0,0.12149522148288606,0.0,0.0,0.16416464774540024,0.13718218048546077,0.1511994520755147
1,0.8848386674696357,0.0,0.0,0.7946622062393418,0.5889577953043442,0.6229050591425112
0,0.15643716939872404,0.0,0.0,0.18900648676320356,0.20752378690126813,0.21413950508677182
1,0.659371441714572,0.0,0.0,0.6070189529675862,0.5814796773238866,0.5755841177465231
1,0.7881159959569716,0.0,0.0,0.6931233848662958,0.6130879775001619,0.6425698285583447
0,0.5605254634224557,0.0,0.0,0.5114744098508983,0.4961234858334193,0.49890686694997055
1,0.22781619304544273,0.0,0.0,0.2430269211035779,0.23590813488051407,0.2425317626270017
0,0.07696866515824553,0.0,0.0,0.13527424857669673,0.2777137741862524,0.2547886504417255
1,0.7402307973071148,0.0,0.0,0.6141687057255028,0.6023263480346909,0.5848658206262898
0,0.11834027822775124,0.0,0.0,0.17391337370910895,0.1675026537107965,0.17887829446974388
0,0.5674479750188706,0.0,0.0,0.45484453236245,0.4377622027542251,0.439810470495238
0,0.13775251027968555,0.0,0.0,0.17902204118223858,0.17112051218647673,0.18251528884103727
0,0.17708840082830837,0.0,0.0,0.20440544809301484,0.20733900785603115,0.1990587721412205
1,0.3242242503868443,0.0,0.0,0.3252261190360049,0.3456952738782203,0.3164631908663365
0,0.2953168689870274,0.0,0.0,0.32236525794667975,0.3173499268645922,0.3184048789550858
1,0.8980266598424252,0.0,0.0,0.7893017198681797,0.7635333955542639,0.7469311575758983
0,0.13185255984944455,0.0,0.0,0.1757008270627054,0.1886954218537182,0.19413410581171747
0,0.18910120146578385,0.0,0.0,0.27790872228337354,0.3061865274212455,0.3124107728236339
1,0.2929250802959599,0.0,0.0,0.3851033416145761,0.457760579240052,0.44962654102712757
0,0.8127033603403759,0.0,0.0,0.7486977027841262,0.7793109725215834,0.7569486403573942
0,0.6929652019152296,0.0,0.0,0.5800374837830976,0.5183962669967325,0.5168170919540778
1,0.14458235323581875,0.0,0.0,0.20709697384714465,0.19027681322151915,0.20841246590044518
1,0.05863344137198711,0.0,0.0,0.10511425719882767,0.09447323618471874,0.10723477138259142
0,0.36495587942411356,0.0,0.0,0.3897605633776448,0.4007616139671881,0.3985253309291688
0,0.282136916976961,0.0,0.0,0.28929300435540395,0.27320569556908736,0.2802347485092947
1,0.5967074490677361,0.0,0.0,0.5360312007555346,0.5168069245999088,0.5200137959791915
0,0.12971501443880645,0.0,0.0,0.15014284175507067,0.18981611393451145,0.1883964313332451
0,0.29888598627951024,0.0,0.0,0.28535284364937896,0.2735766196047585,0.280842030201685
0,0.047657398200936306,0.0,0.0,0.07974041077057856,0.07074056675568742,0.08146806469566781
0,0.40378715351188726,0.0,0.0,0.40769804203049037,0.419451102674113,0.4178755285454861
1,0.5948511900859257,0.0,0.0,0.5892601949135707,0.567431056377147,0.5882239165573706
1,0.3264921647901001,0.0,0.0,0.29991153328538095,0.2709077596539319,0.28716288683959906
0,0.23728900963594646,0.0,0.0,0.2479824752286373,0.27236494179817017,0.27636673805876905
0,0.4474288973164626,0.0,0.0,0.43153563204583545,0.4217074925143946,0.41987291881861916
0,0.18561402555185127,0.0,0.0,0.20319028302540695,0.1871563879204738,0.19084973376822298
0,0.16062640578142887,0.0,0.0,0.17864549722361614,0.1689735919627954,0.168960097317949
0,0.13735816252949318,0.0,0.0,0.16689654007193835,0.16870549392486128,0.16333697977657655
1,0.3735486407571644,0.0,0.0,0.4049872445943973,0.4155557172222203,0.41402101335624697
1,0.12429810077349811,0.0,0.0,0.2129052317010965,0.22870033576039955,0.23666152674280228
1,0.612634592322279,0.0,0.0,0.5262035024050911,0.565958112932206,0.5472247155449518
0,0.42556821583792326,0.0,0.0,0.4158616246668869,0.40973154149252644,0.417982789768008
0,0.30516837512109524,0.0,0.0,0.310251188445553,0.34942267003677696,0.336433594155794
0,0.0815327350570094,0.0,0.0,0.12024307018412134,0.09636172002546195,0.10814215279709638
0,0.036234337550548765,0.0,0.0,0.0684031375231673,0.08799276900383567,0.07661722743353631
1,0.4279777308661014,0.0,0.0,0.41100595106086774,0.4163099213120997,0.44549483350010627
1,0.7511349696465272,0.0,0.0,0.6036289760101164,0.5409688544243033,0.5374742958692055
0,0.029547869512732743,0.0,0.0,0.08148418258843143,0.11107531312190924,0.11434755205679922
0,0.5150389651000773,0.0,0.0,0.5185295466841857,0.490479162751395,0.49006599780454274
0,0.0778240945475486,0.0,0.0,0.10625395823410912,0.09694736959958157,0.09544824071377259
1,0.317453460887642,0.0,0.0,0.3314157817826787,0.30457487045660264,0.31157753126779875
0,0.17340936834919166,0.0,0.0,0.1951792780101313,0.20295002721193697,0.18067343735337915
1,0.8808320937976373,0.0,0.0,0.7844729142524091,0.6529874219791465,0.6647532105303596
0,0.03045095839886775,0.0,0.0,0.04957942075855754,0.0505549241484389,0.03528121148729519
0,0.18559880268637557,0.0,0.0,0.1962635079320487,0.15951313699353034,0.17124041807104642
0,0.034373072044784896,0.0,0.0,0.058776456136112015,0.10893081722414945,0.04081972291089074
0,0.5378767134519608,0.0,0.0,0.43459128937261826,0.408736414450636,0.4004879887846416
1,0.37388090590810863,0.0,0.0,0.3831568548030499,0.4259684338157922,0.3884224854654173
1,0.5615656951259888,0.0,0.0,0.5160165907349957,0.4414792432485096,0.45229406198099087
0,0.13205956752355508,0.0,0.0,0.18130395323678947,0.22590094685245332,0.22407562235119782
0,0.6432461299694148,0.0,0.0,0.6190562070666445,0.5053405654437446,0.5271425562992899
0,0.7650403258049976,0.0,0.0,0.6756292481401349,0.5570413911081957,0.6169333073253996
0,0.09704433384564447,0.0,0.0,0.11839276693262207,0.13054721775209446,0.1051458563516539
0,0.1902334142714871,0.0,0.0,0.24205314276507242,0.27213027696896885,0.2653920094474824
0,0.22092405169141519,0.0,0.0,0.2571054427545822,0.32073120926509135,0.23583518168088619
0,0.5940062240046747,0.0,0.0,0.4447618840951369,0.46564098055154296,0.44224241620444327
1,0.5399057181577501,0.0,0.0,0.49191613944202334,0.5430596051892664,0.530674714491156
0,0.21684020613718386,0.0,0.0,0.25765700592430507,0.3235833807750885,0.31745861164070693
0,0.035462226568337,0.0,0.0,0.05319022939234579,0.05407851223311325,0.03931562654796655
0,0.16191738053327717,0.0,0.0,0.19531532420259304,0.17250708659362615,0.15997400779491808
0,0.4772750272673434,0.0,0.0,0.47151702489284397,0.47628495716785835,0.47667507613431687
0,0.2233547628792681,0.0,0.0,0.26769522103045174,0.31005145004320483,0.23810006820255628
0,0.3390281939324744,0.0,0.0,0.39885589254939874,0.43172732024395205,0.3794164728119488
1,0.610046237312221,0.0,0.0,0.5829502142616357,0.5286151715623024,0.5252708699979481
1,0.27477855343604907,0.0,0.0,0.2988728755098437,0.29297217513527984,0.29217313505189224
1,0.4353636479716078,0.0,0.0,0.4495010580306455,0.45481905029633624,0.45532321450588575
1,0.29815419124729253,0.0,0.0,0.29068164765859417,0.30444121145779657,0.3042336645263289
0,0.8187186912473341,0.0,0.0,0.773740533736801,0.7858200998741368,0.7881112681584723
0,0.1793309184047197,0.0,0.0,0.21898343156605593,0.2047394413578448,0.2137241479366103
0,0.7770208971493198,0.0,0.0,0.6768874911605698,0.5813905911774585,0.5866403470415352
1,0.6694150298045252,0.0,0.0,0.5703604687794359,0.5562886251841983,0.551575146874237
1,0.128118298117091,0.0,0.0,0.15437796416416183,0.13474648650964197,0.13741964112476446
1,0.4964857769374092,0.0,0.0,0.4870572742280952,0.5081253372102396,0.5012723068825184
1,0.20654536430007722,0.0,0.0,0.2295157192880048,0.27243635638348623,0.2552120797546957
0,0.13855332024158742,0.0,0.0,0.18397020220314259,0.18449375360049633,0.18465224699065644
0,0.03270474618517875,0.0,0.0,0.05348700040231873,0.04451429276243558,0.043934011769707564
0,0.1050601496334234,0.0,0.0,0.14241031717792196,0.11861134488068496,0.13025504286731066
0,0.04155713095803553,0.0,0.0,0.0940597557800782,0.09646997198466876,0.10928056787656643
0,0.2145109103707703,0.0,0.0,0.26521261449306094,0.2651506722136988,0.2621464961305491
1,0.579499228345474,0.0,0.0,0.5588706165050004,0.5734040744053959,0.5714528682716796
0,0.08737186488596331,0.0,0.0,0.15510513441613247,0.14631915342789154,0.16173287614825085
0,0.06384083372908757,0.0,0.0,0.09986423775944753,0.08065241349338642,0.0909412327263778
1,0.2949744138014965,0.0,0.0,0.31086279836156755,0.30720880303100695,0.30772537621738144
0,0.1315851346279024,0.0,0.0,0.2201102508284946,0.23553591557090384,0.2446599317335296
0,0.35059089574892827,0.0,0.0,0.32313227994810906,0.377998935066282,0.36126692652963993
0,0.4614466101543728,0.0,0.0,0.4099041494832774,0.48404747996020137,0.4576614235115686
0,0.1234789644358751,0.0,0.0,0.19169358718270693,0.2032038228551233,0.18986075964634297
0,0.2681278467407179,0.0,0.0,0.30377200706233926,0.24185756167316316,0.25765605182124635
0,0.6956438953547616,0.0,0.0,0.6159182544653583,0.5550087445686724,0.5599604740384971
0,0.579961051201673,0.0,0.0,0.4991449549198906,0.4253489775209621,0.43023236192486836
0,0.5992670238541321,0.0,0.0,0.5622978455328619,0.5753442308376062,0.5656177075715825
0,0.4088537010543539,0.0,0.0,0.38912412729273405,0.43322266268261866,0.4221723219895679
1,0.47369849485725246,0.0,0.0,0.4523159964651309,0.46030949114450737,0.453985560129389
0,0.12722095311890425,0.0,0.0,0.17356068570651786,0.2692691907820394,0.2533998537078774
0,0.17677095060674805,0.0,0.0,0.19388643377942538,0.2703248122790609,0.2497825127901737
0,0.048795852910786836,0.0,0.0,0.08425606140233036,0.054644944128473184,0.06415594604108184
1,0.7089522190958878,0.0,0.0,0.6370028310718192,0.49812335161737437,0.51427697242365
1,0.2494181161635938,0.0,0.0,0.25250446967201473,0.2546081012098523,0.25027135236113324
0,0.08025392476235058,0.0,0.0,0.11128666931363725,0.1796120278938292,0.16928332339364088
0,0.022221012532096074,0.0,0.0,0.049977496163705615,0.03677631984003898,0.047003724242479734
0,0.6095431334938424,0.0,0.0,0.5906804750670589,0.5652535684932227,0.575271293383885
0,0.04788293528706217,0.0,0.0,0.07953316557138851,0.05565937567232619,0.06472816307079485
1,0.30371745918419046,0.0,0.0,0.38276350008528914,0.4127237475151499,0.3534649289477245
0,0.4604124487529027,0.0,0.0,0.4464307978316705,0.4362433303240435,0.4318007118567894
1,0.62423547983152,0.0,0.0,0.5899401349181856,0.5511324177679129,0.597061307078547
0,0.4635506948099657,0.0,0.0,0.375220937468309,0.39365546640735394,0.39007418133981603
0,0.3047720641488236,0.0,0.0,0.3177580596048197,0.30392251244050555,0.31081747097381646
1,0.4489940807668059,0.0,0.0,0.4257823408606065,0.36398480698901187,0.4383555717774197
1,0.27406251322373926,0.0,0.0,0.3326215086423707,0.3754795659505839,0.3639626931643084
1,0.621138977476562,0.0,0.0,0.5553806159785584,0.5397323507751685,0.5289787757062441
1,0.7133589294876922,0.0,0.0,0.6318067992263912,0.6517147811971274,0.6250233984947582
1,0.4582553976642726,0.0,0.0,0.4238428804357602,0.4827431455700927,0.4603587732266999
0,0.6463024865472928,0.0,0.0,0.589002450232151,0.5991515508679482,0.5837038821352103
1,0.3378085792124004,0.0,0.0,0.34501021093377476,0.3867520543676244,0.3754407645339785
0,0.09126761318997093,0.0,0.0,0.13146556897614117,0.1637751167585432,0.16173729993312397
0,0.10363108710256276,0.0,0.0,0.15293559150105718,0.1534011925843627,0.1537905923965144
1,0.5226529659063397,0.0,0.0,0.5030286848922291,0.5017600795046457,0.5274766557474198
0,0.3681320653492551,0.0,0.0,0.37095481295185856,0.40583111014264595,0.39683622578834676
0,0.6127542303468946,0.0,0.0,0.5576395188164427,0.5342840386657721,0.5326741558026681
0,0.12248426551096123,0.0,0.0,0.15725428314362994,0.15977300338275835,0.15214534152410755
0,0.045585507543632164,0.0,0.0,0.07575075170466196,0.05854175957541417,0.06817659757393565
1,0.3222881119424909,0.0,0.0,0.3321449562722648,0.2956891661695547,0.30626777447029263
0,0.46689365018924367,0.0,0.0,0.44126795411557,0.44806779512089157,0.45108190314550783
0,0.24293625681862566,0.0,0.0,0.3168605161885368,0.25877497467996957,0.28176395446077535
1,0.43815111936976514,0.0,0.0,0.4433288266761913,0.3905480070526252,0.4489872856772171
1,0.7039640606902645,0.0,0.0,0.6239779043185637,0.62802385518994,0.6372984264690567
0,0.20473510433662656,0.0,0.0,0.2157660416114544,0.23807136636175472,0.23585870660725314
1,0.5651499483163875,0.0,0.0,0.47085622042615566,0.4426890654127484,0.4455394410372752
0,0.5567483549258699,0.0,0.0,0.513133009510407,0.5254650592638082,0.5157573001176207
0,0.3497560888272261,0.0,0.0,0.36074925862312446,0.3590074838712943,0.3568434794290137
1,0.7095691694093782,0.0,0.0,0.5997443594486477,0.6075567748624218,0.5831933235451857
0,0.42177025557543724,0.0,0.0,0.44428828577554574,0.39745569572521794,0.40661873570721935
0,0.08318353878112063,0.0,0.0,0.13201633195742993,0.12713597386170308,0.14422252081256953
1,0.40058297306273427,0.0,0.0,0.38050086616821277,0.3602784783550855,0.3787160614682275
0,0.6729050225127736,0.0,0.0,0.6014055924929066,0.47254811573809774,0.49657434018877267
0,0.6493061468909463,0.0,0.0,0.5523257319483098,0.4964482630427277,0.5052169124582757
1,0.7844327736763738,0.0,0.0,0.7143086720133023,0.6709856505497346,0.6663107712384302
1,0.40028067358961644,0.0,0.0,0.44648990953540424,0.47478934202702816,0.4570320118708875
0,0.46522017266252397,0.0,0.0,0.4174211756568474,0.4349484784643985,0.4271735124138266
1,0.6070506745665861,0.0,0.0,0.5527189716390741,0.4886644866184387,0.5828476644800601
0,0.45812677661967444,0.0,0.0,0.47382638671547295,0.4486859910205436,0.45417365939030324
1,0.03374899256540583,0.0,0.0,0.06036005816808974,0.04084466878826214,0.04859681454793894
0,0.15778326430528072,0.0,0.0,0.1785886502782891,0.1715700308922184,0.16121783970969789
0,0.447556388723022,0.0,0.0,0.3751503069554991,0.44027468968668965,0.4221448312817556
0,0.4204934074364988,0.0,0.0,0.4099254549076696,0.3478151572199547,0.3693644153005883
1,0.5755618667926362,0.0,0.0,0.5294607844892313,0.5189928691083548,0.5136076488409678
0,0.032140557821813395,0.0,0.0,0.05552753535151407,0.10952310317554718,0.036283486599407125
0,0.06123839086290931,0.0,0.0,0.08985695617635842,0.07101184354209433,0.07974390161345404
0,0.5655356697127112,0.0,0.0,0.5036685872105917,0.5065213869030029,0.494234135569372
0,0.14051705490288152,0.0,0.0,0.168751629636679,0.1551753519840872,0.15212378171908197
1,0.6774547292296152,0.0,0.0,0.6143955047275134,0.587004239254689,0.57973553982561
1,0.3969621971697984,0.0,0.0,0.4126143539421086,0.44458312240535525,0.428620626895027
1,0.1802221014091422,0.0,0.0,0.2503195577905764,0.2820847773239982,0.272345457065978
0,0.14933499445814288,0.0,0.0,0.19323593109453005,0.18482222315671548,0.1989921609197419
0,0.3488112781465326,0.0,0.0,0.34910063929237134,0.32773514647537305,0.3337012863728427
1,0.14582493346220526,0.0,0.0,0.1647492319674435,0.18266290222010884,0.17228989181716256
1,0.6048614154545677,0.0,0.0,0.5698502340522982,0.5828650406516439,0.5740526493936157
1,0.6984072037890781,0.0,0.0,0.6342389540323363,0.615723643099908,0.6362080042711242
0,0.38044986793493396,0.0,0.0,0.37561905348268493,0.34805261391997955,0.3636485033714115
0,0.03682624555428333,0.0,0.0,0.05678447480351489,0.10653364310051958,0.04237436261938688
0,0.04574003252875491,0.0,0.0,0.07733478604374465,0.1345200601606946,0.13346109623480545
1,0.13933509925228182,0.0,0.0,0.17030373918766586,0.14227329777686523,0.15057034538757502
0,0.19297468306078008,0.0,0.0,0.21356601960723473,0.2089053031094704,0.19896178126267758
1,0.5645080176189531,0.0,0.0,0.503966926199686,0.4514466283215025,0.44706252572774585
0,0.03190919851688737,0.0,0.0,0.0766544528098878,0.10056193572320767,0.08671383913640351
1,0.7436388715595326,0.0,0.0,0.6870285300062323,0.5668704510736862,0.57962357980024
0,0.06969685851112879,0.0,0.0,0.09100407311422973,0.08871868152389928,0.07509422613860539
0,0.03256368845012446,0.0,0.0,0.06040266177336036,0.12181236605633554,0.04407560054891308
0,0.030816444799564836,0.0,0.0,0.06325064677196106,0.09918601488806912,0.0953615208909291
0,0.04800602259658948,0.0,0.0,0.07496368149294487,0.11771799730209614,0.05676032805533549
1,0.133681451559797,0.0,0.0,0.17869184189189202,0.20727033726837849,0.18968988750906954
0,0.0194764600069627,0.0,0.0,0.045693819454802026,0.05605056963581413,0.04606144921775522
0,0.08091629327722487,0.0,0.0,0.10203764742019722,0.09139424192635255,0.09191210077986348
0,0.1628442048455379,0.0,0.0,0.18266705538521782,0.20718569959494423,0.17999137584863806
1,0.7858870855007748,0.0,0.0,0.7258159892722988,0.7514878554576181,0.7518190381446971
0,0.18860620400939004,0.0,0.0,0.23624551818997686,0.2508773135349357,0.24917372503160198
1,0.1808406067426934,0.0,0.0,0.2109001044200151,0.23158923071716953,0.22333150195334336
0,0.10908242032225846,0.0,0.0,0.13182925823384545,0.11395335003900015,0.1249417067318125
0,0.04646486993429873,0.0,0.0,0.08230624509057216,0.13000590950316093,0.12674295546993058
1,0.41135571875862453,0.0,0.0,0.4067700949098966,0.4156498370034375,0.41488224971394716
0,0.3446589539224244,0.0,0.0,0.3828614137117443,0.35665704540772647,0.35999573616887637
0,0.3771162075378216,0.0,0.0,0.3644961207196786,0.3750680643761013,0.36796187055437124
1,0.15237209574591193,0.0,0.0,0.19783508841324765,0.21395812899261624,0.16582061406398094
0,0.17941224802432953,0.0,0.0,0.24994913902837654,0.2669910662841918,0.27125280402092844
1,0.7509346793168588,0.0,0.0,0.6426923496664506,0.7165526316829494,0.6851514225106685
0,0.05601365637183399,0.0,0.0,0.11918035627976882,0.16003829911811632,0.16361484053478648
