bloc,Y,MCO,BIC,AIC,lasso,ridge,elastic,ridgeGS,arbre,foret,pcr,pls
0,71.0,102.63649362164867,0.0,0.0,105.28538891654176,104.303246301263,105.10417565574252,104.15282715141339,89.03999999999999,99.75200000000001,103.32647250246174,103.52230407836589
4,66.6,88.3695628186086,0.0,0.0,87.70938966415035,88.73025323874977,88.6765087124011,88.73025323874977,73.92,80.15800000000002,87.70605370240621,88.17037401101037
5,93.8,70.68968657701681,0.0,0.0,68.41779678162024,69.14160910348053,68.78998436724366,69.0713785584413,62.08571428571429,71.20400000000001,67.89787654272958,69.28579885874936
5,87.2,78.30936244905294,0.0,0.0,78.46832024598194,78.16712572979937,78.22841573422517,78.15747399910468,100.68571428571428,89.03200000000002,78.39237047626742,78.06404267943631
0,71.6,70.3188469545844,0.0,0.0,68.92262722392209,69.88198479962763,69.61816986936981,69.9372987664017,86.93333333333334,77.03800000000003,70.60922270803718,70.78389418801645
4,72.4,62.55161923952326,0.0,0.0,61.812120565707446,62.029332986207734,61.709375294286055,62.029332986207734,62.13333333333333,69.79599999999999,62.259749794708156,62.329006088732214
5,63.4,67.81598226136924,0.0,0.0,68.17730661345857,67.77071631670705,67.77603416514106,67.76170668868419,87.08,78.56999999999998,67.41153598761417,67.28906364956522
8,62.2,74.65577084727099,0.0,0.0,74.81759222740706,74.7481148604497,74.90277437831543,74.74530921403473,63.775,73.308,76.34708024125226,74.77226387140853
4,76.8,76.00331200914496,0.0,0.0,75.05851213921409,75.66982358984772,75.35237696105341,75.66982358984772,65.925,68.23400000000001,76.22140926681651,76.1749356188677
1,69.4,65.21722484739692,0.0,0.0,65.0783933440903,65.204629723719,65.20154692798677,65.20507914950588,59.88000000000001,69.68399999999998,64.98369960050127,65.26369987904559
8,79.4,74.76771887097968,0.0,0.0,74.28630586599328,74.57770749290586,74.21776035915742,74.5936944511208,80.17777777777778,67.39800000000002,74.23580311861423,75.03772130144412
5,71.6,63.733326259271195,0.0,0.0,65.24857183601021,64.07749959587161,64.38111197797232,64.09416192114298,73.6,77.08000000000003,64.07254551405381,63.69493293770741
1,77.0,55.49489284273376,0.0,0.0,56.24159496641305,55.89025409902818,56.10532753600967,55.93700619738706,85.5,74.11399999999998,55.75439264356362,55.4237648717123
7,57.8,62.49476147510174,0.0,0.0,64.09639228531427,63.76302386671699,63.87048998252229,63.60863456505612,67.08888888888889,65.94800000000002,63.70998060492228,62.695602925808046
6,60.8,56.69665647107129,0.0,0.0,57.074649077579934,57.11111311624196,57.71833527749787,57.19867590703215,49.55555555555556,55.69999999999999,56.71501392888918,56.632563913656554
5,56.2,60.00855469347098,0.0,0.0,60.72763110260122,60.86342425118407,60.99243955559932,60.91372681658607,60.20000000000001,59.31000000000003,61.620028936860834,60.31113067621489
4,75.6,55.62103103060498,0.0,0.0,56.42183890469329,56.275069879503484,56.746198248859145,56.275069879503484,52.577777777777776,53.61800000000001,56.32993753157292,55.52465640775893
4,80.2,67.06847144965218,0.0,0.0,68.76917158423763,67.89212495305755,68.51166666915296,67.89212495305755,63.57777777777778,66.73600000000002,67.69254670154447,67.15926487077266
9,101.4,89.86245175441587,0.0,0.0,88.53278735397345,89.28093657925919,88.81302430130926,89.28093657925919,97.14285714285714,89.54,90.16723415875417,89.85026435604395
0,113.0,107.00804505127425,0.0,0.0,107.01447750100627,106.32011224262418,106.29465906717388,106.41212533702391,108.25000000000001,104.19600000000004,107.43933889773261,107.2269019528308
2,115.6,121.77391652055913,0.0,0.0,121.5618629359384,121.5312766790111,121.65614077883447,121.56092360452558,124.17142857142858,120.49600000000002,122.63434526291344,122.03861609162564
4,117.8,123.25685932192292,0.0,0.0,124.13098424486799,123.2728902316824,123.42001628522576,123.2728902316824,131.82857142857142,126.66999999999996,124.25094843790089,123.41773255066092
8,127.8,127.47750500305624,0.0,0.0,127.189362319098,127.11989572827484,126.75529491966421,127.14073968610057,122.97500000000001,131.0,126.58509258719094,127.41750021270295
8,144.6,127.04571158081238,0.0,0.0,126.19750200039314,126.5070722064963,125.84732599015533,126.53872985818678,136.2,130.92400000000006,124.60579587099645,127.07241877805083
0,157.0,134.161694905155,0.0,0.0,133.18053868778347,133.36867089690077,133.36786392063604,133.48924353824572,115.7,123.61400000000002,135.2103955084151,134.82121960881523
7,90.8,121.84954040113104,0.0,0.0,120.59746936633772,120.40927966406917,120.38723485100567,120.64898281151224,105.64444444444445,94.93199999999997,122.35100985206424,121.69571151389255
6,74.4,86.93195763932314,0.0,0.0,87.71366206878584,87.56266573191503,88.21591209486621,87.66786411427468,78.60000000000001,92.81,87.80463892996026,87.23714508308166
0,85.8,81.08196941239959,0.0,0.0,81.256605804395,81.3911568931408,81.53942791633689,81.34140996675767,100.13333333333333,78.13799999999998,80.72219463105293,80.6934315749234
2,58.2,75.85804193178788,0.0,0.0,75.26532883700881,75.733052966634,75.64569472597549,75.74781301911818,70.73333333333333,66.37800000000001,75.42446281081679,75.78304147365274
9,64.4,54.15762636932588,0.0,0.0,54.13041988293026,54.34379830760538,54.40067016231899,54.34379830760538,66.96000000000001,65.66199999999999,54.203903036836365,54.01596255619894
5,74.0,71.10231393802324,0.0,0.0,71.59166916516173,70.96867297130821,71.07775491088506,70.96990291641589,65.16,71.00000000000001,69.36043092956298,69.87884275153344
1,85.6,89.17422330581272,0.0,0.0,89.40050608686624,89.26002167574839,89.30494873041951,89.25288958813016,81.625,81.17000000000002,90.60930728296837,89.47696410207418
6,77.2,87.20983605249313,0.0,0.0,86.01082276520664,86.70340701944085,85.8120757554887,86.59708835715904,70.25714285714285,85.26999999999998,87.6683632830793,87.31778038017849
1,42.8,71.22235497958448,0.0,0.0,71.34976439635173,71.66515680840034,71.73031188208569,71.7146735735633,59.88000000000001,72.07999999999998,71.62696471044609,71.05965782484408
7,75.0,48.22592443601908,0.0,0.0,49.3420047305848,48.952309095462496,48.97971327284631,48.82434893121738,64.57499999999999,65.44600000000003,48.0832960282924,47.959023910806664
8,80.0,73.06234509251244,0.0,0.0,72.5508472288567,72.58522165419782,72.37887480753278,72.60583230371594,83.0,83.85000000000004,70.88260088639808,73.06179805186426
3,70.4,84.23911002594187,0.0,0.0,83.92297623548369,84.27545955516045,84.09828457950137,84.27545955516045,64.16,84.49200000000002,84.91614021690603,84.13156391304662
4,69.0,70.82935257135455,0.0,0.0,70.63328835072433,70.69337917079008,70.55636355273445,70.69337917079008,90.76,73.23399999999998,71.22128922909033,70.90177968100316
2,83.4,86.5025508944976,0.0,0.0,87.24592645081658,86.94776442999077,87.11174804674943,86.91513607928746,73.45714285714287,83.02800000000003,88.06062082630766,86.68766973550261
2,94.2,90.84157114381705,0.0,0.0,91.1254232276964,90.72951117719445,90.84095914169146,90.7543438035515,80.31428571428572,89.01,92.14180631019192,91.11386050928309
6,91.8,101.33768504304979,0.0,0.0,101.31909104415246,101.27145495117253,101.15407240867144,101.25700634164124,100.0,101.488,101.62653891501752,101.42538863169237
6,62.0,69.93943203526578,0.0,0.0,72.2160219953559,70.59422221094317,71.90646969303678,70.72043610106061,56.45,71.644,69.82659657812354,69.78877723923924
4,59.8,77.64710278278544,0.0,0.0,75.91295429646307,77.01859110767384,76.42844164071063,77.01859110767384,65.64,69.088,76.25766951631572,77.60507730915808
1,62.4,72.65412720452954,0.0,0.0,72.17699142067988,72.616177478862,72.57870905102453,72.60720599438694,52.55555555555556,59.762000000000015,73.0317196066019,72.94723769648732
6,60.2,75.49796246695914,0.0,0.0,75.04416818580414,75.08740792333437,74.82307531559974,75.0345503977539,84.1,72.44600000000001,74.29288996021913,75.26110225869184
0,64.2,70.08626487515528,0.0,0.0,68.50431414675626,69.81389964248524,69.6183158568083,69.82500663153967,58.839999999999996,62.078,69.8697269944334,69.76424533321966
1,68.8,67.87346338427182,0.0,0.0,67.0874723357031,68.18076346242972,68.06689926359829,68.22562484582635,71.6,66.222,67.65974402530767,67.95569825860403
4,64.6,67.57264011899716,0.0,0.0,68.91514789773737,68.40578769806253,68.92048619298134,68.40578769806253,84.62857142857142,73.612,70.07958915675921,67.75592166217035
8,76.8,66.84890612102716,0.0,0.0,67.2984809613247,66.95503085880395,67.09687321614138,66.95012982769578,78.15,75.47800000000001,66.48109680889047,67.156391159984
7,66.0,74.4731188733355,0.0,0.0,74.93065166794302,74.10494908556713,74.23890341163778,74.17136923526937,72.8,70.19599999999997,75.05962030105307,74.56959809118587
5,62.6,68.44810654154546,0.0,0.0,69.55835253414827,68.75899017298512,69.0205326298664,68.77864150281881,61.51111111111111,69.07999999999997,69.21353222917682,68.86928490671427
8,46.2,59.41076726643947,0.0,0.0,60.26530187360963,60.15899352813271,60.806200756220946,60.11943738685887,64.4,59.90200000000002,62.09551926484247,59.386788196190906
3,69.4,60.364048214289824,0.0,0.0,60.23137352977376,60.065477066057724,60.088440797095686,60.065477066057724,67.2,67.40800000000002,60.823329006764524,60.38628145063531
9,72.2,74.79527660776711,0.0,0.0,75.17656993143603,74.79647402371846,74.90005837891822,74.79647402371846,84.08,73.71600000000001,75.1172119122073,74.92403638433424
6,78.2,85.85549863311033,0.0,0.0,86.0204587984626,85.8165397938483,85.82598970728719,85.80441726667935,74.37142857142855,79.17200000000001,86.40131719433381,86.19411728453854
4,45.2,77.70153304101137,0.0,0.0,77.17903043209614,77.63096667532857,77.5070216441489,77.63096667532857,68.2,66.1,78.90434462036959,77.83612321091334
0,77.2,63.15389061169792,0.0,0.0,66.25294504206248,64.92729802702212,65.69842538479774,64.71006265041717,67.64,70.20800000000003,62.92945075572881,62.52730873050768
4,74.0,78.32228397430711,0.0,0.0,78.84041534075516,78.66000360225193,78.82362812922122,78.66000360225193,62.13333333333333,75.238,78.85376247696422,78.72455919080375
8,63.8,71.3914223893028,0.0,0.0,72.41235067927883,71.35728297999727,71.40909117397909,71.36249265019445,69.89999999999999,68.73599999999996,71.09340872610294,71.61670037163343
5,45.8,65.83927817701154,0.0,0.0,64.94918807396769,65.40313353870121,65.21719614784345,65.38568890010217,62.08571428571429,62.464,65.21986517437415,65.73019917780476
8,64.6,57.62384379130014,0.0,0.0,57.82808727739436,58.14796795944466,58.60667296324347,58.11468531494393,63.775,75.63400000000001,58.49437045631493,57.496043069230794
0,60.0,65.56136286797778,0.0,0.0,66.63331647449712,66.16190431147928,66.488013943057,66.07160904473793,55.4,69.66,65.24393144363299,65.15338641502662
8,81.0,72.43420430705241,0.0,0.0,72.49575235683253,72.29997648784901,72.32956919696498,72.3047160495053,66.84,68.40799999999996,72.00342668437267,72.48216782555423
3,65.6,85.58464711969458,0.0,0.0,85.86634300479307,85.71646176133177,85.70036792717715,85.71646176133177,76.33333333333333,88.75,87.33413380392217,85.64077395626934
0,54.6,90.24586347494105,0.0,0.0,89.5929104774192,90.33036633951764,90.24585915329818,90.32406054748974,68.42222222222223,67.844,89.79630525996002,90.6699896302725
1,49.6,58.036191297216355,0.0,0.0,57.84992646204759,57.691550620955695,57.630222765804604,57.665030907486155,49.36,57.104000000000006,57.82410819340653,57.9817744036896
6,33.2,54.398004067019016,0.0,0.0,54.63617607494622,54.637956580848154,55.020424460076875,54.703503224390374,51.120000000000005,58.81600000000001,54.410368616444885,54.18380513015571
0,66.6,66.74258250037724,0.0,0.0,65.4321720900809,67.8217824003734,67.45023800844292,67.73708649422218,79.2,72.344,68.46530938514138,68.63310452363548
8,60.8,73.1202174983465,0.0,0.0,73.10142431226298,73.39807100390793,73.39730588608028,73.38922243169876,42.04,60.28400000000002,72.94291610389273,73.60514151955573
3,56.4,85.02629937423256,0.0,0.0,84.95660714142652,85.52671956786158,85.62422143492975,85.52671956786158,80.8,82.93600000000002,85.26558848345074,85.04221033316338
2,78.0,84.02739140107391,0.0,0.0,86.23127539529932,85.01420594979179,85.18730545344398,84.88804181925869,81.72,85.52799999999999,83.68874655006313,83.79907889079877
6,77.4,84.82692037730165,0.0,0.0,84.85312152209865,85.33269158969664,86.07802987755983,85.45436847532852,78.97142857142856,82.24200000000002,84.03812441809946,84.4594950804058
5,70.8,86.37785523780902,0.0,0.0,87.43346067285044,86.6451046195632,86.88638103769276,86.66660802937464,78.34285714285714,83.86,85.15940165221893,85.2203633595254
6,93.6,89.52040640949835,0.0,0.0,91.42152458978732,90.06920202899619,91.11986844981878,90.17976068642199,78.97142857142856,92.19000000000001,89.74826949144735,89.3220968716109
7,102.2,113.40495916734878,0.0,0.0,112.33281816220484,113.32311249442536,113.12154266300448,113.32080631473883,118.12,117.58200000000002,113.06570210997307,113.45052083281287
3,114.0,114.36019402894814,0.0,0.0,114.22303288387249,114.51133229152835,114.60804076918274,114.51133229152835,120.28571428571429,118.02000000000002,113.65188354278655,114.33460421586223
4,121.6,116.5628272672889,0.0,0.0,117.00460069199839,116.13768269232585,116.0954704907841,116.13768269232585,124.625,125.35200000000005,116.12392688102776,116.4691360290218
4,136.8,124.02469541176342,0.0,0.0,124.89386210186458,124.42433720264957,124.74359437403294,124.42433720264957,120.59999999999998,133.13800000000003,124.17868614407811,124.11906936153632
0,137.4,132.1226635191064,0.0,0.0,131.70161331865816,132.16420826663986,132.09025389622278,132.18575618588704,137.48,136.26,132.86837176808126,132.901633686909
3,136.6,117.01472748619139,0.0,0.0,114.0528793372143,113.3606546309056,112.39023120453983,113.3606546309056,128.62857142857143,122.26799999999999,112.98839290611247,116.55652197905303
1,86.0,106.82357602271318,0.0,0.0,105.40150047676707,106.1395845071893,105.69693010393951,106.04572964955138,81.3,88.96799999999998,106.36917781878506,106.96282442400984
0,84.4,74.34049014475912,0.0,0.0,76.37737030709442,74.8060402018421,75.13083192889093,74.7575249833427,69.75555555555556,74.58200000000002,74.6739173959942,74.25351720906718
4,77.6,84.97311898144252,0.0,0.0,83.86732540334586,84.33169607535298,83.85054703915536,84.33169607535298,101.24,82.34800000000007,83.30152037852942,84.93027975805363
3,51.0,74.7076792284311,0.0,0.0,76.27386550809143,75.74697881690962,76.05863288345587,75.74697881690962,50.2,62.23199999999999,76.36383382247064,74.69921758289338
0,50.8,63.09386488950012,0.0,0.0,63.842741990879404,63.923742815515595,64.20515171007662,63.823156919777844,45.62222222222223,56.04000000000002,63.490690853882306,63.35412435551015
4,75.8,85.80999956959549,0.0,0.0,82.79409917756983,85.13500561047894,84.3908258163513,85.13500561047894,106.39999999999999,99.34999999999995,84.86836231960312,85.71208449298062
8,134.0,98.47746655542639,0.0,0.0,96.5649539642498,97.85138973592846,97.12308135021956,97.88019010299662,113.23333333333335,110.2460000000001,94.07748543612351,98.38192667195199
6,129.6,131.0089777374323,0.0,0.0,131.62715791183166,130.8029752124448,130.76796161980627,130.7687678203634,153.04000000000002,139.89999999999992,130.60729132325983,130.73151804322072
7,98.8,107.06353608509394,0.0,0.0,104.87830675121813,106.677025040363,106.32513928559638,106.76792034559053,99.93333333333334,102.794,107.53073322108428,107.31492693039011
8,66.8,84.10123271147432,0.0,0.0,83.27692514462562,84.26091020114123,84.33909458988335,84.25200889188773,55.91428571428572,82.01000000000003,85.65007097563846,84.35105887686137
0,71.4,77.77993488487483,0.0,0.0,79.44496992856966,78.80067802780403,79.01248889410537,78.67765638171392,78.3,80.32400000000003,76.8813449387356,77.40174562032837
5,69.8,79.4433133823925,0.0,0.0,77.30262563766043,79.25696954000475,78.96569370386639,79.24835790115912,59.03333333333333,68.41999999999997,80.30494619305635,80.02849778760334
6,59.6,71.76200558034564,0.0,0.0,72.61121061268827,71.14297928009204,71.24950310124812,71.07849536178328,83.10000000000001,72.10200000000003,70.28019555610202,70.9322198721574
6,79.2,70.16096836787236,0.0,0.0,69.74614188166458,70.32757408067859,70.35930653250958,70.35499806065054,58.166666666666664,68.56400000000004,70.69751350251971,70.28378886331895
0,63.6,75.42492175432606,0.0,0.0,76.76801262700526,75.5692875238379,75.7302406960507,75.54261325469948,69.6,72.402,75.51419783552956,75.6065414934076
5,53.6,68.22041096924734,0.0,0.0,68.62496139199179,68.78135412944175,68.8925449324664,68.81291004394258,71.80000000000001,59.78199999999996,70.05931602414122,69.37766814885714
8,69.6,75.82622014403773,0.0,0.0,75.37687056084292,75.87279992081271,75.93241135123638,75.87082433069881,90.75999999999999,87.436,76.30349815858683,75.81167206185287
8,104.2,86.12953187725503,0.0,0.0,87.02351324550125,86.54631706918143,87.19537281290606,86.5213310422901,107.0,107.25600000000003,89.02336139432975,85.91289703536718
0,123.4,118.74569269908649,0.0,0.0,118.78330927189141,119.20369400112784,119.23452114052654,119.17623040684003,130.53333333333336,126.49400000000003,119.49058093155155,119.43294819899752
0,80.6,111.7156404439857,0.0,0.0,113.65908192249196,112.94563410531798,113.32720413480473,112.85884171845622,100.14285714285714,111.51599999999999,113.33903442690087,112.18737036207055
2,70.6,85.88954199570045,0.0,0.0,88.66316119621207,86.78037638125005,86.99715757992696,86.6796229854873,98.0,88.27199999999998,86.74081400514076,86.1295251432389
1,105.6,102.59050411889224,0.0,0.0,102.01274293904281,102.969472638623,102.96630886819727,103.00779619746493,81.67999999999999,94.102,103.47650243210467,102.8035399915615
4,117.2,119.86255989637922,0.0,0.0,120.55188404644608,120.06583681672504,120.28047341350276,120.06583681672504,124.625,121.80199999999999,120.97175164113017,119.92612898032529
4,128.0,121.86230048391499,0.0,0.0,121.94364560527686,121.79204504538305,121.73567886800129,121.79204504538305,120.59999999999998,128.36000000000007,122.57364393249006,121.77343058944422
8,96.4,102.24801717125233,0.0,0.0,102.07840239149445,102.07572091978037,101.78614814590162,102.09085657172062,97.88571428571429,106.11800000000001,100.91382984337419,102.55546477375174
5,48.0,79.41335633446857,0.0,0.0,79.93309497760204,79.20995513942134,79.29805076091421,79.20461594321377,58.160000000000004,70.81600000000003,79.475929603453,79.61131492834905
2,56.8,57.33880251175932,0.0,0.0,58.78819358102295,58.15124582229045,58.27596850097572,58.04349751568877,40.1,49.95000000000001,56.8221979460542,57.33253206251237
7,98.2,90.99215779083754,0.0,0.0,90.98470090262357,91.50535618207259,91.34488961152294,91.43036837938283,101.75555555555555,99.65000000000003,92.03672081266278,90.87423875775532
5,114.6,111.27983102537051,0.0,0.0,112.14280095880484,111.38430490977234,111.50933574936245,111.38892872661096,131.73333333333332,122.76799999999996,111.02417403192331,112.22971227756338
6,138.8,115.02171717634813,0.0,0.0,114.29875813462078,114.98416446430728,114.74940742779748,114.97834929384165,131.24,130.08,114.50396466458147,114.81681138372353
2,140.8,135.56028898018366,0.0,0.0,132.63897703083683,134.37579017782383,134.14629782406405,134.50007610876327,127.91999999999999,138.57399999999996,135.1803496210137,135.27938085418117
7,134.6,119.08951479609732,0.0,0.0,118.0844380717676,117.76370178993645,117.969689952392,117.99259025131965,118.16000000000001,133.81399999999996,118.372141721342,119.19413094671694
7,114.8,129.87131528020615,0.0,0.0,130.60894704998742,129.11335402353018,129.5105814441384,129.24674526412684,99.93333333333334,124.14599999999999,129.6167259569712,128.62059101900576
7,104.4,95.92523830326161,0.0,0.0,94.63179250192918,95.12594728694346,95.0375143433171,95.2299131269723,70.6,91.18999999999997,95.24490197323789,95.58966631499946
1,76.6,84.15160143479798,0.0,0.0,84.81523203825,84.47940769393011,84.71406700567732,84.51937845819053,89.47999999999999,77.42800000000003,84.8044685414474,84.20186636323352
5,75.0,78.08983218852627,0.0,0.0,78.37961516670022,78.84562791869702,78.96384596298918,78.89424141046155,56.92,66.96599999999998,78.41303990802714,78.43824675187945
6,115.8,90.06254056820094,0.0,0.0,90.09925230515869,90.54397404671832,90.92373017660033,90.61884198108785,110.73333333333333,96.90599999999995,91.20664961406891,90.16011015688001
4,144.0,113.16399943674688,0.0,0.0,114.50756462078735,113.92488375257552,114.40996249729167,113.92488375257552,115.55999999999999,128.65000000000003,114.10638259522526,113.33926740828329
2,144.4,136.20794614532258,0.0,0.0,134.3415157519645,135.7599214353707,135.6555504669939,135.8145492170255,135.23999999999998,137.61999999999998,136.00957884942252,136.16632733477806
9,108.2,104.01333030512104,0.0,0.0,104.48881564619943,104.81482080377685,104.87627725309935,104.81482080377685,94.52000000000001,86.67,104.80028788806507,104.009284044003
8,72.4,99.62987258874037,0.0,0.0,98.64159832271991,99.38056405308751,99.06708769454244,99.38945163285787,110.17142857142856,90.82799999999999,97.73283955479363,99.40941946013773
2,88.6,82.86563955913402,0.0,0.0,83.80000824321185,83.1788669425769,83.1584087189419,83.14131052915758,66.43333333333334,80.30399999999997,82.80598694160018,82.70627208146479
4,112.0,107.28395881810201,0.0,0.0,105.6328651963696,106.81705722910283,106.32837087400274,106.81705722910283,106.39999999999999,107.028,107.04999574867448,107.30224099233577
0,131.2,124.5212638508902,0.0,0.0,120.9633401307469,123.3419685135284,122.61261442583931,123.49279672413263,124.55555555555556,123.96999999999998,124.53485520842807,124.72520135501384
6,131.6,130.27423318873159,0.0,0.0,130.3800921290989,130.05795993580602,129.5058025662839,129.97368038434163,128.48000000000002,134.59000000000006,132.65655414285922,130.77676671846194
9,125.6,129.9742062602549,0.0,0.0,129.4112079732264,129.4871679864263,129.2203631982146,129.4871679864263,124.91111111111111,135.93800000000007,130.58320716174268,129.9166740181177
0,155.8,126.9553912291799,0.0,0.0,125.62728547985532,125.83247906252765,125.54659753448614,125.93395401235622,143.94285714285715,132.11999999999998,125.77346311450813,126.32215377528547
5,161.4,135.02500145649805,0.0,0.0,135.96956442124176,134.7993506828107,134.92103018649686,134.77158798271884,139.125,135.06199999999993,137.14367524075135,136.16567389342794
9,125.4,141.26570275151656,0.0,0.0,141.33335671523338,140.7842716110913,140.67911723895054,140.7842716110913,155.12,151.08799999999994,141.2226969156148,141.1721205852514
2,111.4,122.46369586143071,0.0,0.0,123.22377494479623,122.44424858702186,122.62337484836468,122.45270664188075,143.13333333333333,134.622,123.125343561264,122.71530356807534
8,91.4,92.56702470339853,0.0,0.0,91.38765599951729,92.37484744071448,91.96198569735078,92.3861588319378,68.8,81.568,91.53314774507689,92.55879102163519
9,68.0,90.48395641340717,0.0,0.0,90.39258677910365,90.3166987723283,90.22974273889794,90.3166987723283,74.675,82.30399999999996,90.9225055635522,90.58812836332999
9,73.0,69.60840842407995,0.0,0.0,69.87157383446139,70.04410788205578,70.2453549793501,70.04410788205578,50.4,72.792,69.01885961019374,69.48819519170425
5,86.0,83.14035700172435,0.0,0.0,84.3022256223542,83.88732110027267,84.14396515111628,83.93040863059095,72.35000000000001,79.86400000000002,83.4215762776881,83.06093017608325
3,73.8,80.7779677281327,0.0,0.0,79.71757328333743,79.95663404502481,79.80699789172986,79.95663404502481,85.54285714285713,74.16799999999999,79.47547869907366,80.86403077813166
8,65.4,81.3584936042285,0.0,0.0,80.08811670988923,80.80443186891324,80.17508818066142,80.83227946421592,97.92,80.99600000000007,77.40389144836331,81.18177785445897
2,65.4,81.41543866928008,0.0,0.0,82.13387892147497,81.31578536749252,81.4909071550909,81.32267134577721,73.53333333333333,69.77599999999998,81.58423408711427,81.41760021837774
4,81.2,73.90466200033367,0.0,0.0,73.28831658903489,74.55970330842202,74.74243879917523,74.55970330842202,85.82222222222222,78.16199999999999,73.81905676524318,73.96974694975306
2,60.6,88.36996431214794,0.0,0.0,84.31166600673266,87.03739269147373,86.66104043163284,87.17102527401101,95.925,79.33600000000003,87.20646283281306,88.05041101261206
3,58.8,68.02478334353081,0.0,0.0,67.8521239683688,68.38706087355163,68.53422533387975,68.38706087355163,64.3,68.332,68.3354627733959,68.12298629269466
2,68.0,72.75998760873483,0.0,0.0,70.553205318297,71.70753777089894,71.50838387909172,71.8134402899032,72.11111111111111,61.996,70.85692905504816,72.81806429524349
0,69.8,77.25758232802514,0.0,0.0,77.27198636511092,76.794459467879,76.77394411123771,76.83309250595158,68.42222222222223,70.256,77.06902645002613,76.73780785333457
7,62.2,73.3452692880349,0.0,0.0,73.17914474840747,72.51716510388641,72.57480172151548,72.62540483173522,78.46666666666665,66.22799999999998,73.0170471649073,73.20204683279223
2,66.2,77.11871739908398,0.0,0.0,76.69038358820981,77.38724818186924,77.2344420328441,77.3672370447199,68.42500000000001,68.68,77.8024204038551,77.0762657653284
5,64.8,65.9279930256458,0.0,0.0,68.25513972891738,67.3185593413171,67.75244576534618,67.38646318544606,68.43333333333332,63.16400000000003,67.59212757860203,67.47822070626705
7,67.0,64.78913946713753,0.0,0.0,62.2799315419321,63.763760656454345,63.55716098096225,63.84574141357692,58.48,64.77999999999999,62.604765775669236,63.61376485559187
0,79.8,65.80905283585496,0.0,0.0,67.14750251029258,66.01718035427754,66.19791656035511,65.97590287824397,66.0,63.96199999999999,64.89642056744141,65.1772748509421
0,65.6,80.30729129922773,0.0,0.0,81.00557182882055,80.58720935247727,80.60398436709323,80.55346979693013,69.6,77.924,79.7490527872465,79.91572191722045
6,59.0,68.39519105312168,0.0,0.0,67.98998479870856,68.41032696635718,68.45659229164826,68.42251660204393,57.0,64.61400000000003,67.24242499813236,68.23342734770661
7,78.0,73.75286778483056,0.0,0.0,74.46529881558133,73.58461300022103,73.70261499413468,73.55386037857508,63.96,67.41199999999998,72.31724428690937,73.25576936503464
2,56.2,80.25587709014604,0.0,0.0,80.68606693434805,79.79476359721029,79.8016785701486,79.82147937253463,74.88,79.99999999999999,80.17508623735812,79.77099450148597
9,70.6,69.49550207660427,0.0,0.0,69.76938837882354,69.68451465398883,69.77426618161924,69.68451465398883,89.6,70.678,69.48764495743234,69.59450728121065
7,45.6,67.4147594326946,0.0,0.0,64.08095440981903,66.98516351687033,66.55084170682396,67.0404154593939,75.6888888888889,68.01399999999998,66.86539404098235,67.99753741842946
4,48.2,54.635651316766015,0.0,0.0,54.53643840728712,54.610995916331106,54.726633066289736,54.610995916331106,57.760000000000005,60.12,54.2761230934322,54.377028885234964
